"Supplementary Table S11. Read-level specificity of the best model (Embed + LSTM + Attention) on fixed-length reads simulated based on error profiles of different sequencing platforms using 3,269 MAGs excluded from training",,,,,
MAG_ID_ENA,75bp (GenomeAnalyzer II),100bp (HiSeq 2000),125bp (HiSeq 2500),150bp (HiSeq 2500),250bp (MiSeq v3)
MAG-GUT68189,0.379,0.868,0.920,0.932,0.914
MAG-GUT68190,0.374,0.863,0.920,0.930,0.912
MAG-GUT68197,0.647,0.956,0.972,0.976,0.963
MAG-GUT68204,0.669,0.937,0.962,0.965,0.959
MAG-GUT68216,0.118,0.674,0.815,0.864,0.926
MAG-GUT68234,0.427,0.894,0.960,0.966,0.932
MAG-GUT68241,0.404,0.828,0.881,0.897,0.911
MAG-GUT68245,0.597,0.963,0.988,0.993,0.977
MAG-GUT68260,0.137,0.669,0.848,0.880,0.930
MAG-GUT68269,0.465,0.886,0.946,0.954,0.944
MAG-GUT68301,0.252,0.783,0.863,0.884,0.895
MAG-GUT68308,0.617,0.971,0.990,0.993,0.990
MAG-GUT68311,0.325,0.930,0.965,0.978,0.980
MAG-GUT68316,0.669,0.944,0.965,0.965,0.949
MAG-GUT68371,0.396,0.824,0.868,0.872,0.900
MAG-GUT68475,0.647,0.946,0.959,0.964,0.945
MAG-GUT68537,0.514,0.948,0.973,0.979,0.956
MAG-GUT68542,0.443,0.929,0.971,0.974,0.977
MAG-GUT68561,0.606,0.964,0.988,0.990,0.985
MAG-GUT6856,0.357,0.721,0.739,0.720,0.692
MAG-GUT68570,0.135,0.687,0.834,0.872,0.926
MAG-GUT68598,0.289,0.793,0.872,0.893,0.883
MAG-GUT68629,0.470,0.953,0.986,0.988,0.983
MAG-GUT68640,0.450,0.731,0.750,0.741,0.668
MAG-GUT68642,0.341,0.861,0.916,0.928,0.911
MAG-GUT68659,0.639,0.949,0.967,0.960,0.942
MAG-GUT68697,0.420,0.865,0.932,0.944,0.915
MAG-GUT68726,0.115,0.681,0.820,0.866,0.928
MAG-GUT6873,0.593,0.972,0.991,0.992,0.988
MAG-GUT68780,0.676,0.970,0.993,0.993,0.989
MAG-GUT68785,0.336,0.942,0.972,0.976,0.973
MAG-GUT68810,0.148,0.684,0.798,0.843,0.908
MAG-GUT68858,0.459,0.937,0.974,0.979,0.977
MAG-GUT68872,0.148,0.683,0.827,0.864,0.921
MAG-GUT68960,0.452,0.953,0.964,0.970,0.951
MAG-GUT68968,0.671,0.939,0.958,0.954,0.883
MAG-GUT68996,0.472,0.972,0.993,0.995,0.995
MAG-GUT689,0.363,0.837,0.866,0.884,0.906
MAG-GUT69048,0.645,0.958,0.976,0.980,0.965
MAG-GUT69064,0.383,0.881,0.924,0.933,0.909
MAG-GUT69096,0.147,0.713,0.843,0.883,0.935
MAG-GUT69113,0.171,0.760,0.860,0.896,0.939
MAG-GUT69117,0.416,0.860,0.916,0.934,0.913
MAG-GUT69121,0.399,0.873,0.928,0.937,0.917
MAG-GUT69123,0.577,0.841,0.833,0.831,0.706
MAG-GUT69144,0.132,0.679,0.787,0.836,0.900
MAG-GUT69179,0.557,0.974,0.991,0.992,0.989
MAG-GUT69198,0.140,0.704,0.834,0.873,0.930
MAG-GUT69224,0.357,0.847,0.912,0.930,0.901
MAG-GUT69229,0.407,0.875,0.933,0.949,0.923
MAG-GUT69244,0.500,0.911,0.945,0.952,0.945
MAG-GUT69253,0.646,0.923,0.947,0.935,0.861
MAG-GUT69285,0.658,0.952,0.973,0.975,0.968
MAG-GUT6929,0.419,0.885,0.958,0.959,0.959
MAG-GUT69364,0.529,0.977,0.990,0.992,0.989
MAG-GUT69367,0.160,0.682,0.822,0.877,0.926
MAG-GUT69378,0.195,0.712,0.839,0.861,0.927
MAG-GUT69384,0.568,0.934,0.967,0.974,0.959
MAG-GUT69417,0.120,0.692,0.836,0.869,0.926
MAG-GUT69432,0.474,0.878,0.941,0.952,0.935
MAG-GUT69434,0.432,0.872,0.927,0.942,0.911
MAG-GUT69447,0.402,0.878,0.932,0.943,0.915
MAG-GUT69465,0.159,0.722,0.838,0.875,0.931
MAG-GUT69468,0.606,0.977,0.989,0.988,0.986
MAG-GUT69483,0.124,0.689,0.825,0.857,0.924
MAG-GUT69501,0.452,0.949,0.976,0.978,0.968
MAG-GUT69551,0.149,0.703,0.836,0.872,0.930
MAG-GUT6955,0.733,0.968,0.988,0.986,0.978
MAG-GUT69595,0.629,0.957,0.982,0.983,0.979
MAG-GUT69640,0.642,0.965,0.990,0.993,0.987
MAG-GUT69662,0.242,0.941,0.989,0.992,0.989
MAG-GUT69665,0.626,0.968,0.990,0.992,0.988
MAG-GUT6968,0.724,0.968,0.988,0.988,0.979
MAG-GUT69729,0.566,0.932,0.974,0.980,0.965
MAG-GUT69771,0.561,0.890,0.917,0.929,0.924
MAG-GUT69905,0.538,0.970,0.986,0.989,0.986
MAG-GUT6,0.513,0.920,0.948,0.953,0.964
MAG-GUT7012,0.336,0.924,0.964,0.977,0.979
MAG-GUT70165,0.486,0.903,0.947,0.956,0.966
MAG-GUT7016,0.310,0.935,0.990,0.995,0.989
MAG-GUT70172,0.375,0.835,0.853,0.845,0.819
MAG-GUT70200,0.740,0.970,0.987,0.987,0.980
MAG-GUT7031,0.598,0.877,0.915,0.919,0.914
MAG-GUT70404,0.615,0.975,0.990,0.992,0.994
MAG-GUT7040,0.536,0.885,0.915,0.925,0.919
MAG-GUT70414,0.316,0.564,0.647,0.685,0.704
MAG-GUT7042,0.191,0.888,0.973,0.989,0.978
MAG-GUT70460,0.645,0.870,0.895,0.900,0.886
MAG-GUT70620,0.461,0.747,0.778,0.793,0.851
MAG-GUT7062,0.425,0.953,0.992,0.996,0.990
MAG-GUT70635,0.524,0.974,0.994,0.995,0.992
MAG-GUT7064,0.586,0.950,0.979,0.985,0.980
MAG-GUT70664,0.719,0.976,0.992,0.993,0.991
MAG-GUT7066,0.599,0.958,0.982,0.986,0.977
MAG-GUT70836,0.340,0.822,0.885,0.895,0.914
MAG-GUT7086,0.447,0.726,0.747,0.749,0.667
MAG-GUT7088,0.108,0.682,0.803,0.854,0.914
MAG-GUT7090,0.442,0.957,0.989,0.995,0.989
MAG-GUT70913,0.270,0.910,0.961,0.970,0.974
MAG-GUT70918,0.386,0.822,0.872,0.891,0.906
MAG-GUT7095,0.146,0.715,0.849,0.892,0.941
MAG-GUT70973,0.693,0.968,0.983,0.985,0.978
MAG-GUT7099,0.154,0.730,0.836,0.884,0.931
MAG-GUT7102,0.446,0.961,0.993,0.995,0.989
MAG-GUT71042,0.350,0.830,0.877,0.890,0.912
MAG-GUT7105,0.153,0.744,0.854,0.892,0.936
MAG-GUT71084,0.448,0.903,0.948,0.955,0.962
MAG-GUT7112,0.157,0.729,0.843,0.884,0.934
MAG-GUT71140,0.619,0.966,0.980,0.980,0.976
MAG-GUT71156,0.356,0.831,0.873,0.883,0.905
MAG-GUT7118,0.423,0.961,0.995,0.996,0.991
MAG-GUT71208,0.416,0.826,0.869,0.894,0.909
MAG-GUT7120,0.169,0.723,0.850,0.892,0.935
MAG-GUT7121,0.468,0.965,0.993,0.995,0.991
MAG-GUT7125,0.462,0.967,0.995,0.996,0.991
MAG-GUT7132,0.534,0.883,0.952,0.969,0.974
MAG-GUT71347,0.487,0.895,0.924,0.934,0.946
MAG-GUT71390,0.708,0.975,0.992,0.993,0.987
MAG-GUT71501,0.328,0.786,0.866,0.896,0.861
MAG-GUT7155,0.119,0.687,0.832,0.863,0.924
MAG-GUT71562,0.606,0.941,0.956,0.954,0.950
MAG-GUT71577,0.577,0.962,0.981,0.978,0.978
MAG-GUT7161,0.157,0.713,0.828,0.860,0.925
MAG-GUT7166,0.128,0.682,0.819,0.853,0.918
MAG-GUT71679,0.317,0.852,0.931,0.944,0.937
MAG-GUT71686,0.417,0.955,0.984,0.988,0.985
MAG-GUT71751,0.712,0.978,0.991,0.992,0.991
MAG-GUT7175,0.432,0.964,0.989,0.994,0.986
MAG-GUT71840,0.455,0.877,0.940,0.955,0.937
MAG-GUT71866,0.348,0.806,0.856,0.877,0.902
MAG-GUT7197,0.251,0.607,0.731,0.773,0.729
MAG-GUT71989,0.347,0.820,0.878,0.887,0.905
MAG-GUT72017,0.384,0.812,0.871,0.887,0.905
MAG-GUT72020,0.442,0.936,0.977,0.984,0.980
MAG-GUT72079,0.596,0.972,0.989,0.991,0.985
MAG-GUT72100,0.622,0.967,0.987,0.989,0.984
MAG-GUT7210,0.219,0.611,0.724,0.767,0.730
MAG-GUT72119,0.479,0.863,0.892,0.913,0.905
MAG-GUT72127,0.484,0.868,0.892,0.908,0.901
MAG-GUT7213,0.428,0.961,0.995,0.996,0.990
MAG-GUT7214,0.429,0.962,0.993,0.997,0.990
MAG-GUT7216,0.447,0.967,0.992,0.997,0.988
MAG-GUT7222,0.461,0.959,0.994,0.997,0.991
MAG-GUT72283,0.552,0.905,0.937,0.947,0.934
MAG-GUT72293,0.355,0.927,0.973,0.976,0.974
MAG-GUT7229,0.557,0.831,0.841,0.823,0.702
MAG-GUT722,0.387,0.939,0.975,0.981,0.987
MAG-GUT72315,0.317,0.759,0.864,0.915,0.984
MAG-GUT72317,0.432,0.945,0.961,0.967,0.950
MAG-GUT7247,0.512,0.837,0.843,0.823,0.685
MAG-GUT7253,0.418,0.955,0.989,0.988,0.981
MAG-GUT72571,0.676,0.973,0.989,0.990,0.985
MAG-GUT72585,0.691,0.966,0.982,0.985,0.980
MAG-GUT72738,0.327,0.821,0.887,0.899,0.886
MAG-GUT7278,0.480,0.963,0.994,0.997,0.991
MAG-GUT72832,0.564,0.894,0.938,0.940,0.928
MAG-GUT72841,0.585,0.943,0.976,0.982,0.967
MAG-GUT7285,0.422,0.955,0.989,0.995,0.988
MAG-GUT7291,0.581,0.947,0.974,0.975,0.968
MAG-GUT72929,0.317,0.924,0.971,0.974,0.982
MAG-GUT73018,0.352,0.844,0.889,0.903,0.892
MAG-GUT73024,0.534,0.911,0.950,0.954,0.932
MAG-GUT73031,0.405,0.843,0.901,0.921,0.904
MAG-GUT73157,0.308,0.609,0.676,0.702,0.636
MAG-GUT73278,0.368,0.799,0.860,0.883,0.902
MAG-GUT7328,0.649,0.953,0.984,0.991,0.990
MAG-GUT73298,0.341,0.781,0.842,0.848,0.884
MAG-GUT73376,0.457,0.920,0.964,0.970,0.969
MAG-GUT73407,0.452,0.969,0.992,0.994,0.987
MAG-GUT73422,0.398,0.924,0.966,0.968,0.970
MAG-GUT73491,0.468,0.752,0.820,0.833,0.840
MAG-GUT73497,0.392,0.822,0.870,0.890,0.900
MAG-GUT73734,0.546,0.941,0.974,0.981,0.964
MAG-GUT73749,0.469,0.942,0.973,0.982,0.981
MAG-GUT73804,0.484,0.943,0.974,0.981,0.977
MAG-GUT73847,0.802,0.988,0.992,0.992,0.991
MAG-GUT73862,0.599,0.983,0.991,0.992,0.990
MAG-GUT73909,0.543,0.934,0.977,0.982,0.966
MAG-GUT73910,0.562,0.943,0.984,0.984,0.971
MAG-GUT73961,0.376,0.829,0.873,0.885,0.899
MAG-GUT73962,0.581,0.966,0.987,0.989,0.986
MAG-GUT73967,0.263,0.726,0.845,0.885,0.934
MAG-GUT73968,0.390,0.839,0.905,0.929,0.919
MAG-GUT73992,0.381,0.798,0.850,0.874,0.880
MAG-GUT74023,0.354,0.837,0.874,0.889,0.910
MAG-GUT74028,0.571,0.965,0.978,0.979,0.980
MAG-GUT74183,0.827,0.989,0.994,0.995,0.994
MAG-GUT74302,0.598,0.945,0.963,0.962,0.956
MAG-GUT74311,0.359,0.951,0.988,0.995,0.992
MAG-GUT74323,0.610,0.954,0.972,0.973,0.964
MAG-GUT74324,0.657,0.958,0.978,0.980,0.969
MAG-GUT74329,0.516,0.853,0.881,0.879,0.874
MAG-GUT74335,0.605,0.941,0.958,0.957,0.955
MAG-GUT74347,0.684,0.961,0.974,0.980,0.964
MAG-GUT74380,0.531,0.867,0.877,0.874,0.874
MAG-GUT74415,0.380,0.898,0.947,0.958,0.953
MAG-GUT74428,0.634,0.966,0.987,0.988,0.983
MAG-GUT74507,0.638,0.968,0.988,0.988,0.983
MAG-GUT74526,0.401,0.896,0.950,0.962,0.960
MAG-GUT74537,0.291,0.761,0.839,0.865,0.857
MAG-GUT74541,0.281,0.748,0.798,0.814,0.900
MAG-GUT74585,0.635,0.970,0.986,0.986,0.981
MAG-GUT74622,0.639,0.950,0.974,0.984,0.971
MAG-GUT74662,0.584,0.964,0.990,0.992,0.993
MAG-GUT74669,0.280,0.811,0.882,0.897,0.898
MAG-GUT74675,0.598,0.968,0.988,0.991,0.991
MAG-GUT74686,0.656,0.946,0.965,0.969,0.946
MAG-GUT74695,0.512,0.971,0.995,0.997,0.995
MAG-GUT74889,0.455,0.935,0.963,0.974,0.975
MAG-GUT74895,0.467,0.916,0.959,0.967,0.968
MAG-GUT74916,0.693,0.985,0.995,0.997,0.995
MAG-GUT74962,0.422,0.957,0.987,0.991,0.990
MAG-GUT74997,0.445,0.896,0.938,0.955,0.942
MAG-GUT75018,0.698,0.976,0.992,0.994,0.990
MAG-GUT75060,0.283,0.758,0.828,0.861,0.860
MAG-GUT75063,0.689,0.973,0.990,0.992,0.991
MAG-GUT75133,0.691,0.979,0.990,0.993,0.992
MAG-GUT75402,0.535,0.860,0.875,0.879,0.871
MAG-GUT7540,0.381,0.833,0.880,0.884,0.909
MAG-GUT75430,0.539,0.850,0.872,0.875,0.877
MAG-GUT7546,0.669,0.980,0.994,0.995,0.992
MAG-GUT75471,0.228,0.643,0.755,0.797,0.850
MAG-GUT75478,0.625,0.970,0.981,0.984,0.982
MAG-GUT75522,0.562,0.859,0.875,0.879,0.877
MAG-GUT75577,0.322,0.800,0.870,0.887,0.885
MAG-GUT7559,0.455,0.949,0.965,0.962,0.944
MAG-GUT75631,0.458,0.959,0.970,0.971,0.956
MAG-GUT7565,0.389,0.817,0.880,0.895,0.913
MAG-GUT75677,0.355,0.804,0.874,0.889,0.879
MAG-GUT7570,0.356,0.837,0.850,0.876,0.898
MAG-GUT75788,0.743,0.976,0.993,0.995,0.982
MAG-GUT75820,0.745,0.978,0.991,0.996,0.983
MAG-GUT75834,0.767,0.979,0.994,0.994,0.983
MAG-GUT75928,0.691,0.973,0.991,0.993,0.992
MAG-GUT7598,0.375,0.941,0.976,0.978,0.973
MAG-GUT76034,0.568,0.960,0.975,0.974,0.952
MAG-GUT76112,0.316,0.823,0.869,0.890,0.905
MAG-GUT761,0.348,0.935,0.974,0.982,0.979
MAG-GUT76200,0.316,0.819,0.888,0.898,0.893
MAG-GUT76377,0.456,0.938,0.964,0.971,0.972
MAG-GUT76426,0.417,0.908,0.963,0.968,0.907
MAG-GUT76486,0.835,0.990,0.995,0.995,0.993
MAG-GUT76518,0.594,0.978,0.994,0.995,0.993
MAG-GUT76530,0.836,0.989,0.994,0.994,0.993
MAG-GUT7654,0.584,0.948,0.977,0.983,0.967
MAG-GUT76573,0.348,0.814,0.862,0.885,0.909
MAG-GUT76584,0.367,0.891,0.958,0.963,0.955
MAG-GUT76659,0.686,0.948,0.966,0.972,0.963
MAG-GUT7675,0.366,0.821,0.881,0.895,0.912
MAG-GUT76906,0.625,0.973,0.990,0.989,0.985
MAG-GUT76950,0.326,0.830,0.862,0.873,0.890
MAG-GUT76981,0.619,0.969,0.988,0.990,0.986
MAG-GUT76988,0.605,0.968,0.988,0.989,0.987
MAG-GUT76995,0.617,0.966,0.985,0.989,0.987
MAG-GUT77004,0.624,0.965,0.989,0.990,0.983
MAG-GUT7701,0.638,0.934,0.959,0.968,0.965
MAG-GUT77026,0.359,0.833,0.884,0.886,0.914
MAG-GUT7719,0.350,0.832,0.868,0.886,0.913
MAG-GUT7728,0.561,0.926,0.965,0.973,0.965
MAG-GUT7733,0.237,0.943,0.969,0.973,0.973
MAG-GUT77348,0.595,0.934,0.974,0.983,0.967
MAG-GUT77357,0.544,0.943,0.981,0.987,0.970
MAG-GUT77371,0.566,0.940,0.984,0.985,0.974
MAG-GUT77386,0.428,0.819,0.857,0.847,0.829
MAG-GUT77389,0.561,0.937,0.979,0.986,0.970
MAG-GUT77408,0.496,0.884,0.942,0.956,0.943
MAG-GUT7746,0.565,0.932,0.965,0.967,0.953
MAG-GUT77471,0.841,0.987,0.992,0.992,0.990
MAG-GUT7749,0.477,0.958,0.966,0.964,0.943
MAG-GUT77514,0.731,0.978,0.995,0.995,0.990
MAG-GUT7751,0.567,0.827,0.861,0.869,0.849
MAG-GUT77526,0.717,0.977,0.994,0.995,0.991
MAG-GUT77563,0.267,0.727,0.843,0.893,0.934
MAG-GUT77576,0.823,0.988,0.995,0.995,0.994
MAG-GUT77590,0.494,0.934,0.971,0.974,0.975
MAG-GUT77597,0.625,0.981,0.995,0.994,0.990
MAG-GUT77615,0.438,0.937,0.969,0.973,0.973
MAG-GUT77633,0.599,0.979,0.994,0.994,0.989
MAG-GUT7772,0.622,0.930,0.955,0.956,0.934
MAG-GUT7779,0.452,0.881,0.939,0.945,0.936
MAG-GUT77839,0.610,0.943,0.957,0.958,0.949
MAG-GUT77900,0.464,0.921,0.960,0.966,0.969
MAG-GUT77913,0.280,0.768,0.848,0.875,0.857
MAG-GUT77956,0.448,0.917,0.962,0.965,0.965
MAG-GUT77982,0.547,0.917,0.954,0.959,0.953
MAG-GUT77996,0.679,0.951,0.972,0.975,0.968
MAG-GUT78002,0.428,0.875,0.914,0.919,0.905
MAG-GUT7808,0.341,0.815,0.881,0.898,0.881
MAG-GUT78207,0.674,0.974,0.987,0.990,0.980
MAG-GUT78247,0.570,0.948,0.971,0.975,0.964
MAG-GUT78278,0.488,0.960,0.987,0.993,0.987
MAG-GUT78280,0.549,0.941,0.968,0.969,0.961
MAG-GUT78295,0.476,0.932,0.978,0.978,0.976
MAG-GUT78307,0.577,0.935,0.970,0.970,0.961
MAG-GUT78358,0.449,0.953,0.986,0.992,0.986
MAG-GUT78371,0.756,0.982,0.992,0.996,0.985
MAG-GUT78377,0.583,0.950,0.971,0.975,0.964
MAG-GUT78403,0.662,0.937,0.966,0.973,0.963
MAG-GUT78410,0.413,0.937,0.972,0.979,0.977
MAG-GUT78413,0.488,0.965,0.989,0.994,0.989
MAG-GUT7849,0.214,0.751,0.862,0.894,0.894
MAG-GUT7852,0.488,0.900,0.954,0.960,0.946
MAG-GUT78564,0.612,0.912,0.932,0.938,0.907
MAG-GUT78566,0.390,0.901,0.951,0.960,0.961
MAG-GUT78571,0.550,0.963,0.979,0.986,0.986
MAG-GUT78579,0.578,0.975,0.985,0.988,0.987
MAG-GUT78632,0.589,0.940,0.969,0.972,0.960
MAG-GUT78681,0.320,0.745,0.844,0.866,0.846
MAG-GUT78688,0.370,0.805,0.857,0.874,0.896
MAG-GUT78853,0.308,0.761,0.851,0.871,0.869
MAG-GUT78879,0.563,0.927,0.954,0.962,0.948
MAG-GUT78908,0.550,0.927,0.968,0.971,0.960
MAG-GUT78910,0.654,0.986,0.999,0.998,0.997
MAG-GUT78914,0.310,0.766,0.856,0.867,0.855
MAG-GUT78923,0.816,0.988,0.995,0.997,0.993
MAG-GUT78940,0.546,0.978,0.991,0.995,0.989
MAG-GUT78958,0.685,0.944,0.968,0.971,0.966
MAG-GUT78976,0.668,0.953,0.971,0.969,0.965
MAG-GUT79005,0.571,0.972,0.991,0.995,0.989
MAG-GUT79013,0.689,0.957,0.972,0.978,0.966
MAG-GUT79048,0.401,0.871,0.914,0.913,0.900
MAG-GUT79053,0.551,0.965,0.987,0.987,0.983
MAG-GUT79096,0.680,0.949,0.967,0.969,0.962
MAG-GUT79180,0.522,0.846,0.884,0.884,0.916
MAG-GUT79219,0.421,0.726,0.736,0.741,0.705
MAG-GUT79248,0.398,0.858,0.899,0.907,0.898
MAG-GUT79275,0.414,0.856,0.901,0.909,0.903
MAG-GUT79289,0.412,0.860,0.917,0.926,0.909
MAG-GUT79304,0.389,0.850,0.910,0.914,0.899
MAG-GUT79312,0.373,0.855,0.901,0.914,0.895
MAG-GUT79322,0.402,0.857,0.904,0.911,0.899
MAG-GUT79350,0.552,0.893,0.919,0.928,0.921
MAG-GUT79351,0.405,0.848,0.899,0.909,0.897
MAG-GUT7944,0.478,0.945,0.984,0.985,0.983
MAG-GUT79485,0.311,0.799,0.862,0.873,0.890
MAG-GUT7957,0.226,0.841,0.877,0.883,0.839
MAG-GUT79662,0.239,0.598,0.686,0.722,0.676
MAG-GUT79767,0.304,0.811,0.891,0.906,0.884
MAG-GUT7981,0.397,0.951,0.984,0.984,0.978
MAG-GUT7988,0.231,0.839,0.947,0.967,0.953
MAG-GUT79996,0.429,0.882,0.914,0.920,0.860
MAG-GUT80007,0.429,0.936,0.975,0.974,0.969
MAG-GUT80031,0.353,0.812,0.880,0.893,0.886
MAG-GUT80052,0.420,0.922,0.966,0.972,0.968
MAG-GUT80232,0.865,0.984,0.995,0.995,0.986
MAG-GUT80318,0.413,0.883,0.938,0.948,0.945
MAG-GUT80330,0.348,0.924,0.968,0.974,0.978
MAG-GUT80383,0.435,0.924,0.968,0.977,0.974
MAG-GUT80384,0.324,0.932,0.990,0.994,0.989
MAG-GUT80385,0.567,0.902,0.921,0.929,0.924
MAG-GUT80437,0.636,0.979,0.991,0.992,0.991
MAG-GUT80449,0.289,0.733,0.844,0.879,0.928
MAG-GUT80453,0.507,0.885,0.913,0.930,0.914
MAG-GUT80561,0.401,0.915,0.952,0.961,0.958
MAG-GUT80567,0.586,0.941,0.970,0.972,0.962
MAG-GUT80568,0.659,0.961,0.984,0.983,0.969
MAG-GUT8056,0.482,0.947,0.980,0.985,0.977
MAG-GUT80585,0.331,0.825,0.867,0.884,0.899
MAG-GUT80685,0.427,0.900,0.957,0.970,0.938
MAG-GUT80705,0.169,0.695,0.798,0.859,0.815
MAG-GUT80718,0.544,0.889,0.925,0.929,0.925
MAG-GUT80720,0.596,0.961,0.987,0.990,0.985
MAG-GUT80758,0.552,0.937,0.968,0.966,0.962
MAG-GUT80771,0.549,0.894,0.910,0.923,0.920
MAG-GUT80792,0.438,0.884,0.937,0.947,0.936
MAG-GUT80804,0.304,0.952,0.990,0.995,0.991
MAG-GUT8080,0.512,0.954,0.988,0.993,0.986
MAG-GUT80816,0.526,0.889,0.916,0.925,0.920
MAG-GUT80819,0.293,0.794,0.884,0.907,0.904
MAG-GUT80839,0.594,0.940,0.976,0.981,0.962
MAG-GUT8083,0.709,0.981,0.996,0.997,0.992
MAG-GUT80925,0.389,0.903,0.940,0.948,0.946
MAG-GUT81000,0.162,0.657,0.780,0.840,0.804
MAG-GUT81029,0.476,0.825,0.831,0.820,0.905
MAG-GUT81065,0.146,0.673,0.806,0.856,0.813
MAG-GUT81123,0.308,0.929,0.964,0.978,0.977
MAG-GUT81145,0.495,0.822,0.835,0.830,0.905
MAG-GUT81146,0.480,0.942,0.963,0.958,0.946
MAG-GUT81204,0.301,0.933,0.986,0.995,0.988
MAG-GUT81205,0.730,0.982,0.992,0.995,0.983
MAG-GUT81226,0.820,0.993,0.995,0.994,0.992
MAG-GUT8128,0.420,0.894,0.922,0.927,0.909
MAG-GUT81308,0.778,0.986,0.992,0.992,0.987
MAG-GUT81392,0.446,0.956,0.968,0.968,0.954
MAG-GUT81409,0.349,0.924,0.968,0.975,0.978
MAG-GUT81432,0.465,0.817,0.832,0.834,0.906
MAG-GUT81434,0.504,0.954,0.964,0.956,0.946
MAG-GUT8151,0.632,0.971,0.995,0.996,0.989
MAG-GUT81523,0.474,0.817,0.826,0.833,0.904
MAG-GUT81560,0.402,0.930,0.971,0.975,0.973
MAG-GUT81578,0.595,0.939,0.972,0.976,0.953
MAG-GUT81646,0.344,0.930,0.972,0.981,0.981
MAG-GUT8165,0.443,0.900,0.945,0.944,0.936
MAG-GUT81671,0.289,0.952,0.987,0.995,0.991
MAG-GUT81679,0.561,0.888,0.920,0.930,0.917
MAG-GUT81692,0.167,0.676,0.798,0.843,0.808
MAG-GUT81714,0.335,0.878,0.947,0.962,0.957
MAG-GUT81784,0.410,0.898,0.941,0.951,0.954
MAG-GUT81831,0.848,0.993,0.997,0.997,0.997
MAG-GUT81880,0.379,0.934,0.970,0.971,0.970
MAG-GUT81885,0.322,0.827,0.869,0.890,0.909
MAG-GUT81918,0.228,0.609,0.702,0.743,0.706
MAG-GUT81926,0.552,0.893,0.918,0.926,0.920
MAG-GUT81936,0.356,0.938,0.969,0.976,0.978
MAG-GUT81946,0.526,0.888,0.916,0.921,0.915
MAG-GUT81959,0.666,0.957,0.977,0.979,0.966
MAG-GUT81987,0.542,0.879,0.920,0.919,0.923
MAG-GUT81,0.320,0.788,0.849,0.866,0.886
MAG-GUT82008,0.579,0.841,0.920,0.941,0.891
MAG-GUT82014,0.343,0.827,0.883,0.899,0.880
MAG-GUT82016,0.257,0.578,0.694,0.758,0.699
MAG-GUT82039,0.508,0.884,0.917,0.923,0.920
MAG-GUT82089,0.356,0.923,0.971,0.979,0.982
MAG-GUT82091,0.470,0.958,0.969,0.976,0.952
MAG-GUT82105,0.512,0.895,0.924,0.923,0.917
MAG-GUT82115,0.318,0.943,0.983,0.991,0.985
MAG-GUT82160,0.531,0.890,0.921,0.926,0.917
MAG-GUT82165,0.509,0.897,0.951,0.954,0.947
MAG-GUT82176,0.272,0.942,0.987,0.993,0.988
MAG-GUT82177,0.343,0.939,0.974,0.981,0.983
MAG-GUT82203,0.294,0.943,0.988,0.994,0.990
MAG-GUT82239,0.343,0.817,0.879,0.898,0.881
MAG-GUT82264,0.381,0.835,0.877,0.895,0.916
MAG-GUT82295,0.414,0.935,0.972,0.976,0.972
MAG-GUT822,0.185,0.564,0.663,0.711,0.642
MAG-GUT82314,0.353,0.934,0.973,0.978,0.981
MAG-GUT82436,0.569,0.885,0.914,0.924,0.914
MAG-GUT82468,0.560,0.890,0.915,0.925,0.916
MAG-GUT82472,0.375,0.935,0.973,0.982,0.982
MAG-GUT82505,0.335,0.926,0.972,0.979,0.986
MAG-GUT82509,0.564,0.897,0.912,0.924,0.920
MAG-GUT82545,0.355,0.938,0.964,0.974,0.963
MAG-GUT82562,0.517,0.894,0.910,0.925,0.920
MAG-GUT82571,0.406,0.926,0.964,0.974,0.983
MAG-GUT82635,0.529,0.891,0.916,0.921,0.916
MAG-GUT82654,0.568,0.890,0.913,0.925,0.920
MAG-GUT8267,0.708,0.986,0.998,1.000,0.998
MAG-GUT82703,0.563,0.891,0.911,0.926,0.922
MAG-GUT82738,0.551,0.889,0.918,0.924,0.920
MAG-GUT82744,0.577,0.885,0.916,0.920,0.918
MAG-GUT82789,0.718,0.984,0.994,0.997,0.993
MAG-GUT82810,0.381,0.823,0.876,0.887,0.915
MAG-GUT8281,0.437,0.944,0.980,0.984,0.982
MAG-GUT82831,0.336,0.829,0.861,0.893,0.907
MAG-GUT82836,0.358,0.930,0.985,0.991,0.983
MAG-GUT8287,0.515,0.965,0.988,0.987,0.986
MAG-GUT8292,0.641,0.980,0.996,0.998,0.995
MAG-GUT82944,0.385,0.807,0.847,0.862,0.895
MAG-GUT82976,0.354,0.826,0.871,0.890,0.911
MAG-GUT82998,0.303,0.937,0.969,0.979,0.982
MAG-GUT83028,0.691,0.952,0.969,0.975,0.968
MAG-GUT83117,0.282,0.778,0.854,0.882,0.860
MAG-GUT83184,0.341,0.692,0.723,0.732,0.709
MAG-GUT83190,0.376,0.814,0.860,0.884,0.902
MAG-GUT83203,0.392,0.942,0.978,0.988,0.980
MAG-GUT83205,0.374,0.833,0.867,0.886,0.909
MAG-GUT83214,0.321,0.941,0.982,0.989,0.978
MAG-GUT83242,0.324,0.822,0.881,0.893,0.908
MAG-GUT83363,0.382,0.833,0.881,0.898,0.919
MAG-GUT83377,0.359,0.827,0.881,0.896,0.912
MAG-GUT83390,0.284,0.827,0.917,0.938,0.938
