"Supplementary Table S9. Read-level specificity of different model architectures on variable-length reads simulated from 3,269 MAGs excluded from training",,,,,,,
MAG_ID_ENA,ResNet-like CNN,CNN + LSTM,Seq2species,Embed + Pool,Embed + CNN,Embed + LSTM,Embed + LSTM + Attention
MAG-GUT39095,0.000,1.000,0.818,0.994,0.994,0.992,0.986
MAG-GUT39098,0.000,1.000,1.000,0.995,1.000,0.995,0.982
MAG-GUT39107,0.000,1.000,1.000,0.999,0.990,0.998,0.993
MAG-GUT39108,0.000,1.000,1.000,0.988,0.934,0.991,0.989
MAG-GUT39136,0.000,0.000,0.000,0.713,0.000,0.833,0.912
MAG-GUT39139,0.000,0.000,0.000,0.853,0.520,0.881,0.973
MAG-GUT39152,0.000,0.000,0.000,0.876,0.571,0.805,0.781
MAG-GUT39174,0.000,0.000,0.000,0.797,0.000,0.886,0.923
MAG-GUT39218,0.000,0.000,0.667,0.173,0.067,0.483,0.899
MAG-GUT3922,0.000,1.000,1.000,0.995,0.969,0.996,0.995
MAG-GUT39237,0.000,1.000,0.994,0.996,0.992,0.990,0.980
MAG-GUT39245,0.000,0.000,0.444,0.990,0.997,0.968,0.887
MAG-GUT39357,0.000,0.000,0.000,0.848,0.000,0.941,0.972
MAG-GUT39372,0.000,1.000,1.000,0.993,0.981,0.983,0.979
MAG-GUT39373,0.000,0.000,0.000,0.951,0.721,0.911,0.904
MAG-GUT39460,0.000,0.000,0.000,0.987,1.000,0.988,0.992
MAG-GUT39512,0.000,0.000,0.000,0.259,0.000,0.764,0.951
MAG-GUT39513,0.000,0.000,1.000,0.991,0.972,0.995,0.990
MAG-GUT39565,0.000,0.000,1.000,0.896,0.375,0.959,0.976
MAG-GUT39582,0.000,0.000,0.000,0.720,0.333,0.883,0.910
MAG-GUT39583,0.000,0.000,0.500,0.992,0.986,0.984,0.969
MAG-GUT39588,0.000,0.000,0.000,0.999,0.998,0.998,0.996
MAG-GUT39589,0.000,0.000,0.000,0.300,0.000,0.686,0.943
MAG-GUT39606,0.000,1.000,1.000,0.984,0.843,0.990,0.992
MAG-GUT39805,0.000,0.000,1.000,0.996,1.000,0.997,0.997
MAG-GUT3986,0.000,0.000,1.000,0.993,1.000,0.997,0.991
MAG-GUT39998,0.000,0.000,0.000,1.000,1.000,1.000,0.996
MAG-GUT399,0.000,0.000,0.000,0.998,0.998,0.998,0.995
MAG-GUT40004,0.000,0.000,0.000,0.999,0.993,0.999,0.997
MAG-GUT40025,0.000,0.000,1.000,0.801,0.631,0.780,0.787
MAG-GUT40028,0.000,1.000,0.000,0.574,1.000,0.431,0.750
MAG-GUT40033,0.000,0.000,0.500,0.794,0.674,0.771,0.793
MAG-GUT40105,0.000,0.979,0.950,1.000,0.999,1.000,0.999
MAG-GUT40221,0.000,0.000,0.000,0.901,0.600,0.898,0.978
MAG-GUT40251,0.000,0.000,0.000,0.981,0.910,0.949,0.929
MAG-GUT40305,0.000,1.000,0.500,1.000,1.000,0.999,0.999
MAG-GUT40411,0.000,0.000,0.500,0.202,0.029,0.471,0.894
MAG-GUT4044,0.000,0.000,0.000,0.805,0.538,0.782,0.775
MAG-GUT40486,0.000,0.000,0.625,0.218,0.026,0.492,0.893
MAG-GUT40499,0.000,1.000,0.500,0.998,0.995,0.996,0.994
MAG-GUT40517,0.000,0.000,0.000,0.958,0.917,0.948,0.959
MAG-GUT40608,0.000,1.000,1.000,0.997,1.000,0.996,0.993
MAG-GUT40620,0.000,0.000,0.000,0.984,0.935,0.951,0.928
MAG-GUT4062,0.000,0.000,0.000,0.857,0.900,0.797,0.796
MAG-GUT40638,0.000,0.000,0.000,0.978,0.908,0.945,0.933
MAG-GUT40702,0.000,0.000,0.333,0.279,0.429,0.525,0.898
MAG-GUT40706,0.000,0.000,0.000,0.214,0.000,0.825,0.958
MAG-GUT40831,0.000,1.000,0.750,1.000,1.000,0.999,0.998
MAG-GUT40856,0.000,0.000,0.000,0.308,0.020,0.543,0.907
MAG-GUT40857,0.000,1.000,0.945,0.964,0.942,0.971,0.964
MAG-GUT408,0.000,0.000,0.000,0.988,1.000,0.994,0.952
MAG-GUT40941,0.000,0.000,0.000,0.969,0.807,0.918,0.895
MAG-GUT409,0.000,0.000,0.000,0.992,1.000,0.992,0.950
MAG-GUT41020,0.000,0.000,0.000,0.897,0.000,0.983,0.993
MAG-GUT41097,0.000,1.000,1.000,0.992,0.986,0.988,0.986
MAG-GUT41148,0.000,0.000,0.000,0.950,1.000,0.987,0.889
MAG-GUT41171,0.000,0.000,0.667,0.980,0.932,0.947,0.932
MAG-GUT41193,0.000,0.000,0.333,0.241,0.245,0.506,0.899
MAG-GUT41197,0.000,0.000,0.000,0.793,0.883,0.905,0.927
MAG-GUT4125,0.000,0.000,0.000,0.875,0.750,0.790,0.792
MAG-GUT412,0.000,0.000,0.000,0.997,0.980,0.993,0.953
MAG-GUT41378,0.000,0.000,0.000,0.988,1.000,0.957,0.952
MAG-GUT4151,0.000,0.000,0.500,0.168,0.000,0.547,0.901
MAG-GUT41528,0.000,1.000,1.000,0.999,0.994,0.997,0.994
MAG-GUT41616,0.000,0.000,0.000,0.977,0.895,0.940,0.921
MAG-GUT41665,0.000,0.500,1.000,0.991,0.982,0.987,0.981
MAG-GUT41817,0.000,0.000,1.000,0.988,1.000,0.993,0.994
MAG-GUT41818,0.000,0.000,0.333,0.249,0.200,0.491,0.890
MAG-GUT41852,0.000,0.000,0.000,0.832,0.922,0.948,0.959
MAG-GUT41860,0.000,0.000,0.000,0.912,0.643,0.919,0.983
MAG-GUT418,0.000,0.000,0.000,0.997,1.000,0.996,0.952
MAG-GUT41911,0.000,0.000,0.000,0.925,0.933,0.994,0.994
MAG-GUT41924,0.000,1.000,0.800,0.990,1.000,0.995,0.995
MAG-GUT41956,0.000,0.000,0.000,0.968,0.760,0.978,0.966
MAG-GUT41,0.000,0.000,0.000,1.000,1.000,0.999,0.998
MAG-GUT42066,0.000,0.000,0.000,0.770,0.444,0.875,0.943
MAG-GUT4207,0.000,0.000,0.000,0.935,1.000,0.887,0.850
MAG-GUT420,0.000,0.000,0.000,0.995,1.000,0.992,0.948
MAG-GUT42116,0.000,1.000,0.975,0.996,0.998,0.997,0.994
MAG-GUT42125,0.000,1.000,0.966,0.966,0.930,0.965,0.948
MAG-GUT42163,0.000,0.000,1.000,0.977,0.954,0.938,0.929
MAG-GUT42174,0.000,0.000,1.000,0.260,0.120,0.519,0.914
MAG-GUT421,0.000,0.000,0.000,0.991,0.974,0.988,0.934
MAG-GUT42210,0.000,0.000,0.000,0.997,0.997,0.995,0.990
MAG-GUT42294,0.000,0.000,0.000,0.996,0.996,0.993,0.989
MAG-GUT422,0.000,0.000,0.000,0.995,1.000,0.990,0.947
MAG-GUT42317,0.000,0.000,0.500,0.822,0.951,0.921,0.934
MAG-GUT42358,0.000,0.000,0.000,0.627,0.842,0.665,0.841
MAG-GUT423,0.000,0.000,0.000,0.993,1.000,0.995,0.945
MAG-GUT42455,0.000,0.000,0.000,0.971,0.929,0.939,0.922
MAG-GUT42468,0.000,0.000,0.000,0.161,0.000,0.796,0.958
MAG-GUT4247,0.000,0.000,0.000,0.989,0.978,0.980,0.979
MAG-GUT42485,0.000,0.995,0.925,0.977,0.938,0.985,0.977
MAG-GUT42494,0.000,0.000,0.333,0.995,0.995,0.994,0.992
MAG-GUT42537,0.000,0.000,0.000,0.820,0.831,0.957,0.850
MAG-GUT42578,0.000,0.960,1.000,0.995,0.996,0.988,0.984
MAG-GUT42584,0.000,0.995,0.948,0.986,0.971,0.988,0.976
MAG-GUT425,0.000,0.000,0.000,0.994,1.000,0.989,0.933
MAG-GUT4260,0.000,0.000,0.000,0.994,0.750,0.997,0.997
MAG-GUT42613,0.000,0.000,0.000,0.801,0.613,0.796,0.805
MAG-GUT42654,0.000,0.000,0.000,0.968,0.873,0.936,0.927
MAG-GUT42662,0.000,0.000,0.000,1.000,0.000,0.974,0.969
MAG-GUT42663,0.000,0.000,0.500,0.978,0.953,0.965,0.961
MAG-GUT42675,0.000,0.000,0.333,0.328,0.474,0.475,0.903
MAG-GUT42689,0.000,0.000,0.000,0.895,0.629,0.865,0.902
MAG-GUT4268,0.000,1.000,1.000,1.000,1.000,0.996,0.992
MAG-GUT42699,0.000,0.000,1.000,0.833,0.000,0.976,0.986
MAG-GUT42710,0.000,1.000,1.000,0.999,0.998,0.998,0.991
MAG-GUT42731,0.000,0.000,0.000,0.824,0.222,0.958,0.973
MAG-GUT42774,0.000,1.000,0.929,0.987,0.992,0.990,0.992
MAG-GUT42780,0.000,0.000,0.000,0.893,0.850,0.915,0.978
MAG-GUT42829,0.000,0.000,1.000,0.970,0.898,0.927,0.899
MAG-GUT42852,0.000,1.000,0.500,0.994,1.000,0.989,0.985
MAG-GUT42861,0.000,0.000,0.000,0.636,1.000,0.887,0.924
MAG-GUT42865,0.000,0.000,1.000,0.878,0.333,0.979,0.986
MAG-GUT42867,0.000,0.000,1.000,0.979,0.995,0.996,0.996
MAG-GUT4289,0.000,0.000,1.000,0.885,0.500,0.968,0.979
MAG-GUT429,0.000,0.000,0.000,0.995,1.000,0.992,0.948
MAG-GUT4300,0.000,1.000,1.000,0.996,1.000,0.999,0.992
MAG-GUT430,0.000,0.000,0.000,0.993,1.000,0.987,0.936
MAG-GUT43110,0.000,0.000,0.000,0.922,0.864,0.930,0.978
MAG-GUT43146,0.000,0.000,0.000,1.000,0.000,0.994,0.994
MAG-GUT43152,0.000,0.000,0.000,0.923,0.933,0.896,0.946
MAG-GUT43155,0.000,0.000,0.000,0.639,0.000,0.791,0.843
MAG-GUT43176,0.000,0.000,1.000,0.847,0.375,0.957,0.977
MAG-GUT43178,0.000,0.000,0.000,0.528,0.000,0.666,0.899
MAG-GUT431,0.000,0.000,0.000,0.992,1.000,0.985,0.943
MAG-GUT43216,0.000,0.000,1.000,1.000,0.999,0.999,1.000
MAG-GUT43227,0.000,0.000,0.000,0.994,0.000,0.998,0.996
MAG-GUT43233,0.000,0.000,1.000,0.931,0.743,0.882,0.943
MAG-GUT43248,0.000,0.000,1.000,0.924,0.882,0.881,0.943
MAG-GUT43251,0.000,0.000,0.000,0.930,0.733,0.933,0.975
MAG-GUT43254,0.000,1.000,0.500,0.231,0.043,0.426,0.859
MAG-GUT43258,0.000,0.000,0.000,0.996,1.000,0.989,0.853
MAG-GUT43269,0.000,0.000,0.000,0.995,0.993,0.993,0.986
MAG-GUT43289,0.000,1.000,1.000,0.999,1.000,0.999,0.996
MAG-GUT432,0.000,0.000,0.000,0.995,1.000,0.984,0.933
MAG-GUT43329,0.000,0.000,0.000,0.946,0.967,0.881,0.941
MAG-GUT43330,0.000,1.000,1.000,0.993,0.990,0.985,0.973
MAG-GUT43366,0.000,0.000,0.000,0.500,0.000,0.871,0.960
MAG-GUT43377,0.000,0.000,0.000,0.987,1.000,0.987,0.992
MAG-GUT43378,0.000,0.000,0.000,0.508,0.000,0.628,0.814
MAG-GUT4338,0.000,0.000,0.000,0.682,0.000,0.817,0.903
MAG-GUT433,0.000,0.000,0.000,0.991,0.979,0.984,0.936
MAG-GUT43402,0.000,0.000,0.000,0.986,1.000,0.998,0.998
MAG-GUT43425,0.000,0.000,0.000,0.990,1.000,1.000,0.998
MAG-GUT43440,0.000,0.000,0.000,1.000,0.000,1.000,0.998
MAG-GUT43446,0.000,0.000,0.000,1.000,1.000,0.999,0.998
MAG-GUT43457,0.000,0.000,0.000,0.995,1.000,0.999,0.998
MAG-GUT43462,0.000,0.000,0.000,1.000,1.000,1.000,0.999
MAG-GUT43463,0.000,0.000,0.000,0.995,1.000,0.998,0.994
MAG-GUT43483,0.000,0.000,0.000,0.977,1.000,0.997,0.987
MAG-GUT43491,0.000,0.000,0.000,0.941,0.800,0.994,0.995
MAG-GUT43515,0.000,0.000,0.000,0.970,0.600,0.989,0.997
MAG-GUT43534,0.000,0.000,0.500,0.226,0.214,0.530,0.912
MAG-GUT43570,0.000,0.000,0.000,0.884,0.000,0.892,0.877
MAG-GUT43573,0.000,0.000,0.000,0.994,1.000,1.000,0.998
MAG-GUT43577,0.000,0.000,0.000,1.000,1.000,1.000,0.998
MAG-GUT435,0.000,0.000,0.000,0.995,1.000,0.991,0.942
MAG-GUT43620,0.000,0.000,0.000,0.995,1.000,1.000,0.999
MAG-GUT43623,0.000,0.000,0.000,0.977,0.826,0.984,0.947
MAG-GUT43628,0.000,0.000,0.000,0.980,0.786,0.985,0.949
MAG-GUT43633,0.000,1.000,0.857,0.931,0.667,0.956,0.974
MAG-GUT43648,0.000,0.000,0.000,0.793,0.250,0.798,0.956
MAG-GUT43658,0.000,0.000,0.750,0.265,0.250,0.496,0.921
MAG-GUT43691,0.000,0.000,0.000,0.997,0.998,0.999,0.996
MAG-GUT43698,0.000,0.000,0.000,0.874,0.955,0.856,0.855
MAG-GUT43751,0.000,0.000,1.000,0.995,0.976,0.995,0.996
MAG-GUT43773,0.000,0.000,1.000,1.000,0.999,0.998,0.997
MAG-GUT43797,0.000,0.000,1.000,0.979,0.968,0.990,0.987
MAG-GUT43835,0.000,0.000,1.000,0.919,0.793,0.876,0.936
MAG-GUT43894,0.000,1.000,1.000,0.994,0.990,0.991,0.987
MAG-GUT4390,0.000,0.000,0.200,0.260,0.263,0.493,0.906
MAG-GUT43934,0.000,0.000,0.000,0.994,1.000,0.994,0.968
MAG-GUT43936,0.000,1.000,0.000,0.998,1.000,0.994,0.994
MAG-GUT43943,0.000,0.000,1.000,0.995,0.975,0.998,0.999
MAG-GUT43946,0.000,1.000,0.986,0.984,0.979,0.984,0.978
MAG-GUT43957,0.000,0.000,0.000,0.898,0.565,0.909,0.976
MAG-GUT44000,0.000,0.000,0.000,0.911,0.000,0.927,0.888
MAG-GUT44002,0.000,0.000,0.000,1.000,1.000,0.969,0.799
MAG-GUT44104,0.000,0.000,0.000,0.905,0.354,0.871,0.896
MAG-GUT44111,0.000,0.000,0.000,0.932,0.333,0.934,0.871
MAG-GUT44112,0.000,0.000,0.000,0.988,0.955,0.993,0.992
MAG-GUT44177,0.000,0.000,0.000,0.994,1.000,1.000,0.997
MAG-GUT44179,0.000,0.000,0.000,0.919,0.556,0.986,0.995
MAG-GUT44190,0.000,0.000,0.000,0.982,0.978,0.979,0.973
MAG-GUT441,0.000,0.000,0.000,0.989,1.000,0.988,0.934
MAG-GUT44212,0.000,0.000,0.000,0.999,1.000,0.999,0.998
MAG-GUT44261,0.000,1.000,1.000,0.997,1.000,0.998,0.995
MAG-GUT4426,0.000,0.000,1.000,1.000,1.000,1.000,0.997
MAG-GUT44374,0.000,0.000,1.000,0.997,0.989,0.994,0.994
MAG-GUT4440,0.000,0.000,0.000,0.993,1.000,0.997,0.894
MAG-GUT44412,0.000,0.000,0.000,0.667,0.000,0.980,0.974
MAG-GUT44433,0.000,0.000,0.000,1.000,1.000,0.985,0.989
MAG-GUT44474,0.000,0.000,0.000,0.912,0.500,0.987,0.997
MAG-GUT44484,0.000,1.000,0.996,0.992,1.000,0.993,0.990
MAG-GUT44488,0.000,0.000,0.400,0.219,0.324,0.491,0.885
MAG-GUT444,0.000,0.000,0.000,0.998,1.000,0.988,0.937
MAG-GUT44512,0.000,0.000,0.000,0.275,0.250,0.708,0.886
MAG-GUT44522,0.000,1.000,0.972,0.985,0.972,0.980,0.973
MAG-GUT44539,0.000,0.000,0.000,1.000,1.000,1.000,0.999
MAG-GUT44544,0.000,0.000,0.000,1.000,1.000,1.000,0.999
MAG-GUT44598,0.000,0.000,0.000,0.333,0.821,0.960,0.985
MAG-GUT445,0.000,0.000,0.000,0.991,1.000,0.983,0.930
MAG-GUT44617,0.000,0.000,0.000,1.000,1.000,1.000,0.997
MAG-GUT44662,0.000,0.000,0.000,0.918,0.200,0.926,0.899
MAG-GUT44666,0.000,0.000,0.000,0.977,1.000,0.973,0.802
MAG-GUT44688,0.000,0.000,0.000,0.590,0.182,0.704,0.766
MAG-GUT446,0.000,0.000,0.000,0.995,1.000,0.988,0.946
MAG-GUT44736,0.000,0.000,0.000,0.985,1.000,0.979,0.995
MAG-GUT44748,0.000,0.000,0.000,0.998,0.995,0.996,0.992
MAG-GUT44774,0.000,0.000,0.000,0.967,0.938,0.953,0.989
MAG-GUT44840,0.000,0.000,0.500,0.988,0.975,0.976,0.965
MAG-GUT44851,0.000,0.000,0.000,0.869,0.500,0.902,0.862
MAG-GUT44855,0.000,0.000,0.750,0.999,1.000,0.999,0.998
MAG-GUT44900,0.000,0.000,0.545,0.188,0.000,0.484,0.913
MAG-GUT44944,0.000,0.000,0.000,0.936,0.714,0.922,0.982
MAG-GUT44961,0.000,0.000,0.000,0.991,0.939,0.995,0.988
MAG-GUT449,0.000,0.000,0.000,0.998,1.000,0.987,0.935
MAG-GUT45009,0.000,0.000,0.000,0.281,0.000,0.814,0.963
MAG-GUT45058,0.000,0.000,0.000,0.970,0.924,0.938,0.919
MAG-GUT45059,0.000,0.000,0.625,0.234,0.000,0.468,0.899
MAG-GUT45062,0.000,1.000,0.917,0.995,0.995,0.991,0.988
MAG-GUT45090,0.000,0.000,0.000,0.420,0.000,0.527,0.689
MAG-GUT45094,0.000,0.750,0.000,0.890,0.143,0.923,0.960
MAG-GUT450,0.000,0.000,0.000,0.994,1.000,0.991,0.952
MAG-GUT45122,0.000,0.000,0.000,0.942,1.000,0.927,0.974
MAG-GUT45166,0.000,0.000,0.000,0.333,0.000,0.960,0.972
MAG-GUT45172,0.000,0.000,0.000,0.240,0.000,0.849,0.964
MAG-GUT45205,0.000,0.000,1.000,0.973,0.000,0.977,0.966
MAG-GUT45212,0.000,0.000,0.000,0.333,0.000,0.994,0.972
MAG-GUT45214,0.000,0.000,0.000,0.951,0.882,0.967,0.988
MAG-GUT45263,0.000,0.000,0.000,0.976,0.905,0.966,0.984
MAG-GUT452,0.000,0.000,0.000,0.992,1.000,0.980,0.933
MAG-GUT45317,0.000,0.000,0.000,0.918,0.500,0.947,0.908
MAG-GUT45331,0.000,0.000,1.000,0.598,0.842,0.616,0.574
MAG-GUT45352,0.000,0.000,0.000,0.997,0.996,0.996,0.990
MAG-GUT45377,0.000,0.000,0.500,0.249,0.040,0.479,0.893
MAG-GUT45396,0.000,0.000,0.000,0.904,0.643,0.939,0.983
MAG-GUT453,0.000,0.000,0.000,0.991,1.000,0.994,0.953
MAG-GUT45417,0.000,0.000,0.000,1.000,1.000,0.969,0.958
MAG-GUT45512,0.000,0.000,1.000,0.985,0.833,0.997,0.978
MAG-GUT4552,0.000,0.000,0.000,0.733,0.000,0.881,0.938
MAG-GUT45537,0.000,0.000,0.500,0.177,0.000,0.452,0.884
MAG-GUT455,0.000,0.000,0.000,0.995,0.979,0.989,0.941
MAG-GUT45607,0.000,1.000,0.955,0.973,0.935,0.977,0.987
MAG-GUT45615,0.000,0.000,0.000,0.997,1.000,0.999,0.993
MAG-GUT45633,0.000,0.000,0.000,0.874,0.500,0.907,0.868
MAG-GUT4564,0.000,0.000,1.000,0.843,0.943,0.935,0.948
MAG-GUT45670,0.000,0.000,0.000,0.879,0.714,0.920,0.980
MAG-GUT45684,0.000,0.000,0.000,0.876,0.750,0.923,0.886
MAG-GUT45687,0.000,0.000,0.000,0.969,1.000,0.996,0.998
MAG-GUT456,0.000,0.000,0.000,0.995,1.000,0.983,0.929
MAG-GUT45705,0.000,0.000,0.000,0.286,0.000,0.935,0.976
MAG-GUT45719,0.000,0.000,0.000,0.896,0.923,0.880,0.859
MAG-GUT45758,0.000,1.000,1.000,0.999,0.991,0.998,0.995
MAG-GUT45776,0.000,0.000,0.000,0.869,0.667,0.907,0.883
MAG-GUT4577,0.000,0.000,0.000,0.992,1.000,0.988,0.973
MAG-GUT45791,0.000,0.000,0.000,0.000,0.000,0.938,0.966
MAG-GUT457,0.000,0.000,0.000,0.995,1.000,0.985,0.939
MAG-GUT45814,0.000,0.000,0.000,0.714,0.000,0.931,0.974
MAG-GUT45829,0.000,0.000,0.000,0.995,1.000,0.989,0.961
MAG-GUT45858,0.000,1.000,0.950,0.987,0.978,0.985,0.976
MAG-GUT4585,0.000,0.000,0.000,0.875,0.000,0.883,0.939
MAG-GUT45882,0.000,0.000,0.000,0.995,1.000,1.000,0.999
MAG-GUT45894,0.000,0.000,0.000,0.975,0.923,0.947,0.930
MAG-GUT45903,0.000,0.000,1.000,0.945,0.806,0.880,0.942
MAG-GUT45923,0.000,0.000,0.000,0.000,0.000,0.940,0.964
MAG-GUT459,0.000,0.000,0.000,0.991,1.000,0.993,0.950
MAG-GUT4600,0.000,0.000,1.000,0.984,0.951,0.992,0.988
MAG-GUT4602,0.000,0.000,0.000,0.813,0.916,0.933,0.943
MAG-GUT46037,0.000,1.000,0.986,1.000,1.000,1.000,1.000
MAG-GUT46039,0.000,0.000,0.000,0.993,0.992,0.993,0.987
MAG-GUT46159,0.000,0.000,0.000,0.991,0.900,0.995,0.989
MAG-GUT46165,0.000,0.000,0.000,0.870,0.902,0.866,0.840
MAG-GUT46167,0.000,0.000,0.000,0.957,0.889,0.948,0.982
MAG-GUT4616,0.000,0.000,0.000,0.994,0.996,0.994,0.988
MAG-GUT46175,0.000,0.000,0.000,0.978,0.886,0.932,0.912
MAG-GUT46179,0.000,0.000,1.000,0.991,0.969,0.982,0.978
MAG-GUT46181,0.000,0.000,0.500,0.207,0.190,0.489,0.893
MAG-GUT46186,0.000,0.000,0.600,0.984,0.000,0.981,0.982
MAG-GUT46199,0.000,0.000,0.000,1.000,0.000,0.999,0.997
MAG-GUT46219,0.000,0.000,1.000,0.992,0.600,0.993,0.992
MAG-GUT46247,0.000,0.000,0.000,0.897,0.429,0.904,0.870
MAG-GUT46257,0.000,0.000,0.600,0.947,0.944,0.897,0.853
MAG-GUT46265,0.000,0.000,0.000,0.984,1.000,0.994,0.994
MAG-GUT462,0.000,0.000,0.000,0.998,0.978,0.984,0.940
MAG-GUT4634,0.000,0.800,0.800,0.989,0.990,0.989,0.986
MAG-GUT46354,0.000,0.000,1.000,0.937,0.776,0.970,0.977
MAG-GUT46378,0.000,0.000,0.000,0.957,0.938,0.948,0.986
MAG-GUT46397,0.000,0.000,0.000,0.969,1.000,0.994,0.894
MAG-GUT463,0.000,0.000,0.000,1.000,1.000,0.991,0.946
MAG-GUT46435,0.000,0.000,0.000,0.898,0.400,0.926,0.897
MAG-GUT46437,0.000,0.000,1.000,1.000,0.981,1.000,0.996
MAG-GUT46441,0.000,0.000,0.000,1.000,1.000,0.999,0.997
MAG-GUT46486,0.000,0.000,0.000,0.993,0.986,0.990,0.969
MAG-GUT46493,0.000,0.000,0.000,0.999,1.000,0.993,0.971
MAG-GUT46496,0.000,0.000,0.500,1.000,1.000,0.985,0.986
MAG-GUT464,0.000,0.000,0.000,0.995,0.979,0.993,0.956
MAG-GUT4651,0.000,1.000,0.667,0.999,0.986,0.993,0.989
MAG-GUT46526,0.000,0.000,0.556,0.188,0.250,0.495,0.906
MAG-GUT46540,0.000,0.000,1.000,0.979,0.857,0.963,0.955
MAG-GUT465,0.000,0.000,0.000,0.990,1.000,0.987,0.935
MAG-GUT46630,0.000,0.000,0.625,0.193,0.032,0.458,0.890
MAG-GUT46649,0.000,0.000,0.000,0.981,1.000,0.980,0.986
MAG-GUT46652,0.000,0.000,0.000,0.925,0.981,0.978,0.888
MAG-GUT46658,0.000,0.000,0.000,0.500,0.000,0.946,0.963
MAG-GUT46719,0.000,0.000,0.000,0.993,0.833,0.996,0.987
MAG-GUT46722,0.000,0.000,0.000,1.000,1.000,0.986,0.986
MAG-GUT46760,0.000,0.000,0.000,0.326,0.000,0.495,0.880
MAG-GUT46783,1.000,1.000,1.000,0.996,1.000,0.996,0.993
MAG-GUT467,0.000,0.000,0.000,0.997,1.000,0.992,0.935
MAG-GUT46826,0.000,0.000,1.000,0.973,0.167,0.977,0.974
MAG-GUT46868,0.000,0.000,0.000,0.995,0.972,0.997,0.995
MAG-GUT46888,0.000,0.000,0.250,0.309,0.103,0.538,0.907
MAG-GUT468,0.000,0.000,0.000,0.986,1.000,0.984,0.936
MAG-GUT46914,0.000,0.000,0.000,0.265,0.167,0.844,0.967
MAG-GUT46922,0.000,0.000,0.000,0.861,0.273,0.910,0.867
MAG-GUT46923,0.500,0.995,0.995,0.997,0.991,0.996,0.988
MAG-GUT46931,0.000,0.000,0.000,0.919,0.222,0.904,0.876
MAG-GUT46962,0.000,0.000,0.000,0.986,0.972,0.996,0.998
MAG-GUT46965,0.000,1.000,1.000,1.000,1.000,0.998,0.985
MAG-GUT46987,0.000,0.000,0.000,0.913,0.429,0.925,0.887
MAG-GUT469,0.000,0.000,0.000,0.995,0.980,0.991,0.956
MAG-GUT47063,0.000,1.000,1.000,0.629,0.000,0.609,0.651
MAG-GUT47072,0.000,0.000,0.500,0.203,0.074,0.476,0.873
MAG-GUT470,0.000,0.000,0.000,0.995,1.000,0.990,0.948
MAG-GUT47106,0.000,1.000,1.000,1.000,0.999,0.999,0.998
MAG-GUT47124,0.000,0.000,0.500,0.169,0.000,0.465,0.903
MAG-GUT47144,0.000,0.000,1.000,0.992,1.000,0.997,0.994
MAG-GUT47176,0.000,0.000,0.250,0.998,0.991,0.995,0.994
MAG-GUT47179,0.000,0.000,0.000,0.980,0.965,0.979,0.985
MAG-GUT47180,0.000,0.000,0.000,0.660,0.000,0.798,0.897
MAG-GUT47186,0.000,0.000,0.000,0.895,0.500,0.931,0.900
MAG-GUT471,0.000,0.000,0.000,0.993,1.000,0.989,0.933
MAG-GUT47205,0.000,0.000,0.000,0.894,0.621,0.923,0.965
MAG-GUT47222,0.000,0.000,0.000,0.903,0.429,0.934,0.905
MAG-GUT47256,0.000,0.000,0.000,0.304,0.143,0.851,0.963
MAG-GUT4726,0.000,0.000,0.000,0.339,0.000,0.580,0.923
MAG-GUT47330,0.000,0.000,0.000,0.985,0.933,0.979,0.994
MAG-GUT47410,0.000,0.000,0.000,0.988,0.933,0.957,0.937
MAG-GUT47464,0.000,0.000,0.000,0.978,0.852,0.985,0.959
MAG-GUT47531,0.000,0.000,1.000,0.995,0.974,0.997,0.990
MAG-GUT47559,0.000,0.000,0.000,0.876,0.426,0.869,0.898
MAG-GUT47585,0.000,0.000,0.000,0.989,1.000,0.986,0.964
MAG-GUT47603,0.000,1.000,0.974,0.974,0.961,0.968,0.950
MAG-GUT4760,0.000,0.000,0.000,0.997,0.995,0.996,0.995
MAG-GUT47622,0.000,0.000,0.000,0.905,0.500,0.895,0.883
MAG-GUT47637,0.000,0.000,0.000,0.979,0.875,0.998,0.998
MAG-GUT47676,0.000,0.000,0.000,0.924,0.200,0.947,0.902
MAG-GUT47723,0.000,0.000,0.000,1.000,1.000,0.998,0.998
MAG-GUT47777,0.000,0.000,0.000,0.982,1.000,0.985,0.961
MAG-GUT47782,0.000,0.000,0.000,0.973,0.917,0.996,0.996
MAG-GUT47800,0.000,0.000,0.000,0.948,0.774,0.949,0.986
MAG-GUT47808,0.000,0.000,0.333,0.225,0.038,0.527,0.894
MAG-GUT47840,0.000,0.000,0.000,0.875,0.833,0.607,0.480
MAG-GUT47843,0.000,0.000,0.000,0.529,0.571,0.473,0.755
MAG-GUT47875,0.000,0.000,0.500,0.934,0.920,0.877,0.935
MAG-GUT47922,0.000,0.000,0.000,0.887,0.250,0.931,0.886
MAG-GUT47959,0.000,0.000,0.000,0.983,0.975,0.940,0.924
MAG-GUT47995,0.000,0.000,0.000,0.933,0.714,0.883,0.877
MAG-GUT48077,0.000,0.000,0.000,0.866,0.500,0.893,0.975
MAG-GUT48190,0.000,0.000,0.000,0.926,0.000,0.931,0.885
MAG-GUT48218,0.000,1.000,0.997,1.000,1.000,0.999,0.996
MAG-GUT48247,0.000,0.000,0.000,0.911,0.200,0.923,0.895
