"Supplementary Table S1. Metadata of the 2,505 genomes used as reference to train the species classification model",,,,,,,,,,,,,
Genome,Source,Species label,Assignment level1,Phylum,Class,Order,Family,Genus,Species2, Genome size (bp) ,# Contigs, N50 (bp) ,GC (%)
UMGS1198,UMGS,760,Family,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA,-," 2,406,473 ",261," 12,751 ",54.01
UMGS1199,UMGS,761,Phylum,Tenericutes,NA,NA,NA,NA,-," 1,355,742 ",103," 20,330 ",27.89
UMGS119,UMGS,762,Genus,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,-," 3,866,637 ",97," 63,073 ",40.96
UMGS11,UMGS,763,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Slackia,-," 2,140,376 ",44," 78,336 ",57.72
UMGS1200,UMGS,764,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,092,367 ",187," 16,955 ",59.83
UMGS1201,UMGS,765,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,-," 2,759,648 ",127," 30,452 ",42.71
UMGS1202,UMGS,766,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 3,706,118 ",164," 30,679 ",65.31
UMGS1203,UMGS,767,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,046,457 ",187," 15,344 ",60.25
UMGS1204,UMGS,768,Family,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,NA,-," 1,902,228 ",166," 19,054 ",66.70
UMGS1205,UMGS,769,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,-," 3,599,269 ",113," 48,154 ",47.97
UMGS1206,UMGS,770,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 2,199,956 ",103," 30,580 ",55.33
UMGS1207,UMGS,771,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,127,912 ",167," 19,750 ",60.27
UMGS1208,UMGS,772,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,-," 2,858,581 ",99," 46,584 ",48.37
UMGS1209,UMGS,773,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,160,344 ",199," 15,112 ",60.17
UMGS120,UMGS,774,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,-," 2,784,995 ",179," 23,391 ",54.62
UMGS1210,UMGS,775,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,-," 2,600,623 ",265," 13,748 ",57.97
UMGS1211,UMGS,776,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 2,320,349 ",274," 11,549 ",55.14
UMGS1212,UMGS,777,Family,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,-," 2,381,916 ",424," 7,162 ",40.36
UMGS1213,UMGS,778,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,-," 3,331,418 ",168," 27,951 ",53.93
UMGS1214,UMGS,779,Family,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,-," 2,500,513 ",45," 80,012 ",42.52
UMGS1215,UMGS,780,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 2,169,390 ",131," 23,106 ",57.29
UMGS1216,UMGS,781,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 1,929,190 ",85," 29,379 ",57.27
UMGS1217,UMGS,782,Phylum,Tenericutes,NA,NA,NA,NA,-," 1,261,697 ",45," 36,088 ",27.95
UMGS1219,UMGS,783,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 1,921,914 ",21," 122,711 ",59.84
UMGS121,UMGS,784,Genus,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Succiniclasticum,-," 2,011,213 ",65," 50,683 ",59.23
UMGS1220,UMGS,785,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 1,845,527 ",31," 91,262 ",60.25
UMGS1221,UMGS,786,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 3,436,851 ",181," 29,326 ",34.91
UMGS1222,UMGS,787,Family,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,-," 1,972,183 ",124," 24,742 ",46.34
UMGS1224,UMGS,788,Family,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,-," 1,145,319 ",37," 61,690 ",34.94
UMGS1225,UMGS,789,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 1,827,492 ",50," 61,735 ",54.25
UMGS1226,UMGS,790,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 2,831,746 ",171," 26,138 ",62.17
UMGS1227,UMGS,791,Family,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA,-," 2,812,687 ",256," 15,673 ",47.85
UMGS1228,UMGS,792,Genus,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Succiniclasticum,-," 1,599,350 ",228," 9,022 ",59.78
UMGS1229,UMGS,793,None,NA,NA,NA,NA,NA,-," 2,261,140 ",92," 41,997 ",33.07
UMGS122,UMGS,794,Genus,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,-," 6,425,839 ",71," 139,280 ",54.64
UMGS1230,UMGS,795,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 2,292,394 ",154," 22,984 ",58.08
UMGS1231,UMGS,796,Genus,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,-," 1,307,790 ",94," 21,892 ",45.03
UMGS1232,UMGS,797,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 2,703,915 ",236," 16,182 ",58.22
UMGS1233,UMGS,798,Genus,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Anaerofustis,-," 2,221,047 ",52," 97,586 ",33.14
UMGS1234,UMGS,799,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 3,022,318 ",198," 26,869 ",56.79
UMGS1235,UMGS,800,Genus,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,-," 1,658,618 ",203," 10,925 ",38.73
UMGS1236,UMGS,801,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,-," 6,330,129 ",124," 102,478 ",44.55
UMGS1237,UMGS,802,Family,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,-," 2,343,519 ",33," 111,174 ",54.50
UMGS1238,UMGS,803,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,-," 1,269,473 ",14," 268,595 ",27.53
UMGS1239,UMGS,804,Genus,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnobacterium,-," 2,204,545 ",350," 7,507 ",45.18
UMGS1241,UMGS,805,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 1,597,492 ",46," 53,310 ",62.89
UMGS1242,UMGS,806,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 1,888,042 ",105," 30,319 ",60.11
UMGS1243,UMGS,807,Genus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,-," 2,024,042 ",128," 23,482 ",37.32
UMGS1244,UMGS,808,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,-," 3,200,090 ",84," 65,977 ",27.33
UMGS1245,UMGS,809,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 1,717,799 ",99," 29,456 ",59.55
UMGS1246,UMGS,810,Family,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,-," 2,140,915 ",300," 9,477 ",59.72
UMGS1247,UMGS,811,Class,Tenericutes,Mollicutes,NA,NA,NA,-," 1,513,830 ",182," 10,889 ",41.99
UMGS1248,UMGS,812,Class,Tenericutes,Mollicutes,NA,NA,NA,-," 1,620,364 ",138," 17,115 ",30.00
UMGS1249,UMGS,813,Family,Tenericutes,Mollicutes,Erysipelotrichales,Erysipelotrichaceae,NA,-," 1,980,396 ",299," 8,301 ",30.07
UMGS124,UMGS,814,Family,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,NA,-," 2,950,040 ",110," 40,900 ",62.22
UMGS1250,UMGS,815,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,-," 3,237,185 ",109," 45,787 ",47.39
UMGS1251,UMGS,816,Family,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,-," 4,765,419 ",154," 59,357 ",43.77
UMGS1252,UMGS,817,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 1,980,257 ",230," 10,918 ",60.05
UMGS1253,UMGS,818,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 2,078,623 ",257," 10,392 ",49.85
UMGS1254,UMGS,819,Family,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,NA,-," 2,074,134 ",95," 37,476 ",62.46
UMGS1255,UMGS,820,Genus,Tenericutes,Mollicutes,Erysipelotrichales,Erysipelotrichaceae,Solobacterium,-," 4,101,689 ",306," 20,104 ",34.37
UMGS1256,UMGS,821,Genus,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,-," 4,282,983 ",62," 121,273 ",54.30
UMGS1257,UMGS,822,Family,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA,-," 2,489,856 ",176," 20,089 ",48.06
UMGS1258,UMGS,823,Genus,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,-," 2,078,716 ",123," 29,483 ",33.38
UMGS1259,UMGS,824,Genus,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,-," 1,856,024 ",201," 12,892 ",38.38
UMGS125,UMGS,825,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,-," 3,237,750 ",109," 47,972 ",44.06
UMGS1260,UMGS,826,Genus,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Pelosinus,-," 3,664,514 ",225," 34,269 ",43.06
UMGS1262,UMGS,827,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 1,818,485 ",135," 20,660 ",60.36
UMGS1263,UMGS,828,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 1,784,251 ",71," 36,502 ",59.92
UMGS1264,UMGS,829,Family,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,-," 2,686,801 ",476," 6,727 ",53.49
UMGS1265,UMGS,830,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,-," 3,038,655 ",53," 82,335 ",51.97
UMGS1266,UMGS,831,Class,Tenericutes,Mollicutes,NA,NA,NA,-," 1,314,913 ",67," 33,442 ",26.14
UMGS1267,UMGS,832,Family,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,-," 1,504,139 ",200," 9,802 ",60.42
UMGS1268,UMGS,833,Genus,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,-," 3,481,555 ",219," 23,671 ",44.66
UMGS1269,UMGS,834,Genus,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,-," 3,538,938 ",468," 12,175 ",33.94
UMGS126,UMGS,835,Genus,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Oscillibacter,-," 2,077,721 ",61," 49,616 ",58.04
UMGS1270,UMGS,836,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,151,937 ",26," 116,141 ",59.61
UMGS1271,UMGS,837,Phylum,Tenericutes,NA,NA,NA,NA,-," 1,071,692 ",30," 79,689 ",25.69
UMGS1272,UMGS,838,None,NA,NA,NA,NA,NA,-," 5,022,595 ",192," 38,771 ",60.13
UMGS1273,UMGS,839,Genus,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Oscillibacter,-," 2,326,356 ",318," 9,191 ",55.93
UMGS1274,UMGS,840,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 1,636,797 ",137," 20,214 ",58.08
UMGS1275,UMGS,841,Family,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,-," 2,260,829 ",97," 42,189 ",38.50
UMGS1276,UMGS,842,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,-," 2,941,784 ",60," 71,050 ",47.17
UMGS1277,UMGS,843,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 1,845,872 ",207," 13,302 ",59.71
UMGS1278,UMGS,844,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,143,370 ",248," 11,540 ",60.04
UMGS1279,UMGS,845,Family,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,-," 1,838,181 ",289," 8,416 ",49.31
UMGS127,UMGS,846,Genus,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,-," 1,868,382 ",16," 147,482 ",39.76
UMGS1280,UMGS,847,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,-," 2,131,500 ",61," 45,818 ",57.89
UMGS1281,UMGS,848,None,NA,NA,NA,NA,NA,-," 1,667,825 ",122," 19,448 ",32.65
UMGS1282,UMGS,849,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 1,845,669 ",213," 11,956 ",59.96
UMGS1284,UMGS,850,None,NA,NA,NA,NA,NA,-," 1,799,018 ",35," 71,746 ",37.01
UMGS1285,UMGS,851,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,-," 2,502,849 ",51," 73,058 ",49.76
UMGS1286,UMGS,852,Genus,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XI,Anaerococcus,-," 1,405,530 ",195," 9,821 ",29.08
UMGS1287,UMGS,853,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,-," 1,942,527 ",290," 9,429 ",31.11
UMGS1288,UMGS,854,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,-," 1,599,468 ",166," 12,875 ",51.39
UMGS1289,UMGS,855,Family,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,-," 2,339,755 ",61," 59,496 ",52.66
UMGS128,UMGS,856,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,-," 2,927,434 ",59," 89,947 ",27.00
UMGS1290,UMGS,857,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 4,155,491 ",86," 90,599 ",31.06
UMGS1291,UMGS,858,Genus,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,-," 1,226,439 ",120," 15,237 ",44.89
UMGS1292,UMGS,859,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,-," 2,505,435 ",32," 121,099 ",55.28
UMGS1293,UMGS,860,Family,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,NA,-," 2,097,168 ",146," 20,526 ",65.66
UMGS1294,UMGS,861,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,-," 3,408,231 ",251," 19,359 ",50.87
UMGS1295,UMGS,862,Family,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA,-," 2,431,801 ",69," 52,906 ",57.20
UMGS1296,UMGS,863,Family,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,NA,-," 2,158,558 ",51," 56,640 ",48.15
UMGS1297,UMGS,864,Family,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,-," 2,681,143 ",25," 135,352 ",50.99
UMGS1298,UMGS,865,None,NA,NA,NA,NA,NA,-," 4,560,954 ",328," 19,803 ",61.06
UMGS129,UMGS,866,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,-," 2,818,218 ",46," 92,618 ",49.34
UMGS12,UMGS,867,Genus,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,-," 2,229,238 ",66," 82,514 ",49.30
UMGS1300,UMGS,868,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,075,639 ",107," 28,198 ",60.26
UMGS1301,UMGS,869,Family,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,NA,-," 1,902,917 ",52," 51,599 ",48.94
UMGS1302,UMGS,870,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 1,926,165 ",172," 16,196 ",67.14
UMGS1303,UMGS,871,Order,Proteobacteria,Alphaproteobacteria,Rickettsiales,NA,NA,-," 810,979 ",28," 44,578 ",46.63
UMGS1304,UMGS,872,Order,Proteobacteria,Alphaproteobacteria,Rickettsiales,NA,NA,-," 932,610 ",26," 77,652 ",45.26
UMGS1305,UMGS,873,None,NA,NA,NA,NA,NA,-," 1,638,932 ",319," 5,941 ",37.71
UMGS1306,UMGS,874,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,-," 1,183,274 ",41," 52,814 ",27.69
UMGS1307,UMGS,875,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 1,390,532 ",240," 6,897 ",52.04
UMGS1308,UMGS,876,Genus,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Oscillibacter,-," 1,976,595 ",128," 21,491 ",59.75
UMGS1309,UMGS,877,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 1,975,445 ",195," 16,665 ",60.16
UMGS130,UMGS,878,Family,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,-," 2,803,158 ",65," 70,453 ",52.78
UMGS1310,UMGS,879,Genus,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnobacterium,-," 2,924,220 ",106," 51,726 ",41.71
UMGS1311,UMGS,880,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,-," 3,478,019 ",93," 55,041 ",43.16
UMGS1312,UMGS,881,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 1,775,413 ",270," 8,285 ",52.48
UMGS1313,UMGS,882,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 1,722,954 ",138," 17,638 ",59.16
UMGS1314,UMGS,883,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,-," 1,289,385 ",25," 91,182 ",28.21
UMGS1315,UMGS,884,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 2,112,918 ",126," 22,577 ",62.25
UMGS1316,UMGS,885,Phylum,Firmicutes,NA,NA,NA,NA,-," 768,550 ",77," 12,174 ",38.33
UMGS1317,UMGS,886,Family,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,-," 2,329,026 ",199," 16,750 ",59.16
UMGS1318,UMGS,887,Family,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA,-," 2,647,025 ",106," 37,401 ",54.57
UMGS1319,UMGS,888,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 1,615,471 ",273," 7,315 ",60.11
UMGS131,UMGS,889,Family,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,-," 1,842,431 ",18," 141,827 ",40.00
UMGS1320,UMGS,890,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,-," 2,298,549 ",183," 17,413 ",48.66
UMGS1321,UMGS,891,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 1,851,866 ",218," 11,077 ",60.00
UMGS1322,UMGS,892,Class,Firmicutes,Clostridia,NA,NA,NA,-," 1,944,131 ",340," 6,735 ",45.70
UMGS1323,UMGS,893,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 1,725,817 ",217," 10,321 ",63.30
UMGS1324,UMGS,894,Genus,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Selenomonas,-," 2,050,917 ",258," 10,924 ",57.26
UMGS1325,UMGS,895,Genus,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Oscillibacter,-," 1,945,832 ",197," 13,841 ",59.67
UMGS1326,UMGS,896,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 1,854,756 ",256," 9,050 ",50.99
UMGS1327,UMGS,897,Genus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,-," 2,177,680 ",127," 26,452 ",45.69
UMGS1328,UMGS,898,Genus,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Butyricicoccus,-," 2,095,457 ",207," 15,483 ",51.65
UMGS1329,UMGS,899,Genus,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia,-," 3,963,154 ",223," 25,621 ",49.77
UMGS132,UMGS,900,Family,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,-," 1,845,394 ",59," 45,710 ",53.72
UMGS1330,UMGS,901,Genus,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,-," 2,379,808 ",425," 6,267 ",61.53
UMGS1331,UMGS,902,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 1,404,594 ",176," 10,123 ",47.76
UMGS1332,UMGS,903,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 1,958,622 ",218," 10,719 ",51.17
UMGS1333,UMGS,904,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 1,900,088 ",182," 14,008 ",60.07
UMGS1335,UMGS,905,Genus,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,-," 2,425,923 ",48," 78,205 ",42.50
UMGS1336,UMGS,906,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 1,987,743 ",222," 12,113 ",59.88
UMGS1337,UMGS,907,Class,Tenericutes,Mollicutes,NA,NA,NA,-," 1,135,281 ",242," 5,160 ",35.76
UMGS1338,UMGS,908,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 1,598,437 ",238," 8,625 ",52.16
UMGS1339,UMGS,909,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 1,999,187 ",267," 9,945 ",60.16
UMGS133,UMGS,910,Family,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,-," 2,104,716 ",45," 67,376 ",41.08
UMGS1340,UMGS,911,Genus,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnobacterium,-," 3,755,363 ",453," 12,557 ",38.44
UMGS1341,UMGS,912,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 1,986,846 ",239," 10,695 ",60.01
UMGS1342,UMGS,913,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,-," 1,935,382 ",123," 20,498 ",55.33
UMGS1344,UMGS,914,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 2,139,734 ",292," 9,278 ",59.54
UMGS1345,UMGS,915,Phylum,Tenericutes,NA,NA,NA,NA,-," 1,142,038 ",32," 51,786 ",26.14
UMGS1346,UMGS,916,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 1,384,369 ",16," 123,385 ",46.44
UMGS1347,UMGS,917,Genus,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,-," 1,582,847 ",205," 10,168 ",41.39
UMGS1348,UMGS,918,None,NA,NA,NA,NA,NA,-," 4,180,485 ",91," 76,778 ",59.39
UMGS1349,UMGS,919,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 1,990,790 ",151," 19,745 ",60.14
UMGS134,UMGS,920,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 2,204,179 ",30," 93,458 ",34.02
UMGS1350,UMGS,921,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 2,377,162 ",101," 40,209 ",59.59
UMGS1351,UMGS,922,Genus,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,-," 2,783,954 ",87," 46,778 ",44.18
UMGS1352,UMGS,923,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,-," 3,035,195 ",230," 18,136 ",46.42
UMGS1353,UMGS,924,Family,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,-," 3,168,553 ",422," 10,927 ",40.77
UMGS1354,UMGS,925,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,096,823 ",137," 24,115 ",59.74
UMGS1355,UMGS,926,Genus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,-," 1,799,822 ",252," 8,599 ",49.81
UMGS1356,UMGS,927,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,-," 1,307,154 ",74," 28,728 ",27.96
UMGS1357,UMGS,928,Genus,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,-," 2,180,556 ",408," 6,152 ",43.12
UMGS1358,UMGS,929,Order,Verrucomicrobia,Opitutae,Opitutales,NA,NA,-," 1,933,213 ",193," 13,691 ",55.53
UMGS1359,UMGS,930,Genus,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,-," 2,209,204 ",126," 26,391 ",42.49
UMGS135,UMGS,931,Family,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,-," 2,039,233 ",27," 101,822 ",39.47
UMGS1360,UMGS,932,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,-," 2,870,811 ",67," 69,435 ",50.83
UMGS1362,UMGS,933,Genus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,-," 1,926,204 ",129," 19,392 ",47.75
UMGS1364,UMGS,934,Genus,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XI,Anaerococcus,-," 999,989 ",29," 72,564 ",32.27
UMGS1365,UMGS,935,Order,Bacteroidetes,Bacteroidia,Bacteroidales,NA,NA,-," 2,654,708 ",270," 12,199 ",48.76
UMGS1366,UMGS,936,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 1,314,629 ",166," 10,447 ",46.74
UMGS1367,UMGS,937,Genus,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,-," 3,485,279 ",325," 15,067 ",42.13
UMGS1368,UMGS,938,Family,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,-," 3,230,099 ",40," 101,305 ",43.75
UMGS1369,UMGS,939,Genus,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,-," 4,084,328 ",100," 62,270 ",44.52
UMGS136,UMGS,940,Genus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,-," 2,212,369 ",24," 143,457 ",44.04
UMGS1370,UMGS,941,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,-," 2,382,780 ",243," 13,255 ",44.69
UMGS1371,UMGS,942,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Eggerthella,-," 1,580,148 ",171," 13,280 ",45.40
