"Supplementary Table S2. Metadata of the 3,269 high quality MAGs used to benchmark the read-level specificity and sensitivity of different species classification models ",,,,,,,,,,,,,,,,,,,
MAG_ID_ENA,Completeness (%),Closest reference,Species label, Reference genome size (bp) ,Reference genome covered (%),CheckM lineage (reference),Phylum (reference),Class (reference),Order (reference),Family (reference),Genus (reference), MAG genome size (bp) ,MAG aligned to reference (%),ANI between MAG and reference (%),Mash distance between MAG and reference,Most similar reference covered (%),Reference aligned to most similar reference (%),ANI between reference and most similar reference (%),Mash distance between reference and most similar reference
MAG-GUT15229,98.21,UMGS87,2373," 1,862,956 ",91.92,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unassigned," 2,011,956 ",84.94,97.90,0.02,56.92,57.19,85.15,0.14
MAG-GUT1522,99.63,20298_3_11,158," 2,754,334 ",90.90,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecalis,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus," 2,691,766 ",92.58,99.11,0.01,2.77,2.91,85.76,0.23
MAG-GUT15232,97.26,21673_4_22,201," 2,827,949 ",76.53,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus," 2,499,101 ",86.16,97.36,0.03,81.78,64.89,89.46,0.09
MAG-GUT15246,95.31,UMGS117,741," 1,988,612 ",91.79,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella," 2,149,474 ",84.94,99.53,0.01,75.83,94.44,94.31,0.06
MAG-GUT1527,96.29,20298_3_3,178," 2,560,878 ",88.13,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus_epidermidis,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus," 2,402,087 ",93.49,99.20,0.01,5.92,6.80,83.75,0.23
MAG-GUT15285,98.66,UMGS87,2373," 1,862,956 ",92.73,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unassigned," 2,108,004 ",81.88,97.94,0.02,56.92,57.19,85.15,0.14
MAG-GUT1529,100.00,GCF_000413335,428," 2,741,290 ",85.06,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium," 2,566,959 ",90.78,98.41,0.02,43.40,39.43,84.88,0.18
MAG-GUT1534,100.00,GCF_000413335,428," 2,741,290 ",84.81,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium," 2,562,489 ",90.75,98.40,0.02,43.40,39.43,84.88,0.18
MAG-GUT1537,100.00,GCF_000413335,428," 2,741,290 ",84.74,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium," 2,544,056 ",91.31,98.40,0.02,43.40,39.43,84.88,0.18
MAG-GUT1541,98.88,20298_2_33,149," 2,847,512 ",81.80,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecium,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus," 2,602,389 ",87.54,99.47,0.01,77.86,77.88,94.64,0.05
MAG-GUT15427,95.81,UMGS14,1077," 2,278,300 ",85.56,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Megasphaera,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megasphaera," 2,145,708 ",90.42,99.48,0.01,77.35,60.90,87.83,0.11
MAG-GUT15486,92.58,UMGS185,1450," 2,201,228 ",91.50,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus," 2,149,560 ",93.82,97.77,0.02,77.63,78.57,88.77,0.09
MAG-GUT15497,96.98,UMGS82,2320," 2,597,904 ",83.28,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium," 2,559,924 ",84.16,97.72,0.02,56.92,87.17,98.40,0.03
MAG-GUT15498,98.32,GCF_000154325,236," 2,697,034 ",91.05,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unassigned," 2,657,915 ",91.09,97.94,0.02,72.18,67.58,93.06,0.05
MAG-GUT15544,98.63,21673_4_22,201," 2,827,949 ",81.05,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus," 2,651,300 ",84.65,97.80,0.02,81.78,64.89,89.46,0.09
MAG-GUT15546,92.03,UMGS171,1308," 1,349,887 ",93.45,k__Bacteria;p__Tenericutes;c__Mollicutes,Tenericutes,Mollicutes,Unassigned,Unassigned,Unassigned," 1,321,243 ",95.53,99.67,0.00,0.19,0.22,84.04,0.30
MAG-GUT1556,92.12,UMGS16,1286," 2,094,981 ",78.22,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Veillonella,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella," 1,874,222 ",87.52,96.48,0.03,93.79,60.69,94.37,0.05
MAG-GUT1559,91.30,UMGS16,1286," 2,094,981 ",76.48,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Veillonella,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella," 1,859,559 ",86.38,96.49,0.03,93.79,60.69,94.37,0.05
MAG-GUT15605,96.60,UMGS186,1460," 2,229,262 ",81.40,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus," 2,100,230 ",86.32,98.26,0.02,78.57,77.63,88.77,0.09
MAG-GUT15625,96.25,UMGS117,741," 1,988,612 ",94.82,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella," 2,253,215 ",83.64,99.47,0.01,75.83,94.44,94.31,0.06
MAG-GUT1565,99.63,20298_3_11,158," 2,754,334 ",91.00,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecalis,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus," 2,892,257 ",86.43,98.93,0.01,2.77,2.91,85.76,0.23
MAG-GUT15742,100.00,GCF_000411395,422," 2,287,856 ",88.15,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Acidaminococcaceae;g__Acidaminococcus;s__Acidaminococcus_intestini,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Acidaminococcus," 2,070,692 ",97.02,99.52,0.01,89.41,82.22,92.68,0.06
MAG-GUT1578,99.00,20298_3_3,178," 2,560,878 ",90.27,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus_epidermidis,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus," 2,431,677 ",94.38,99.24,0.01,5.92,6.80,83.75,0.23
MAG-GUT15797,100.00,GCF_000163735,310," 2,174,425 ",84.32,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Veillonella;s__Veillonella_parvula,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella," 1,974,165 ",92.79,96.54,0.03,72.47,53.88,88.75,0.10
MAG-GUT1584,90.37,GCF_000411535,426," 2,071,607 ",73.49,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Veillonella,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella," 1,666,272 ",90.61,97.15,0.03,76.81,73.16,89.52,0.08
MAG-GUT15850,90.91,GCF_000191845,335," 3,362,931 ",86.03,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Coriobacteriales;f__Coriobacteriaceae;g__Eggerthella,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Eggerthella," 3,123,934 ",92.35,99.04,0.01,31.86,35.16,87.24,0.14
MAG-GUT15872,96.64,UMGS87,2373," 1,862,956 ",90.66,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unassigned," 1,779,389 ",94.59,98.19,0.02,56.92,57.19,85.15,0.14
MAG-GUT15880,100.00,GCF_000242955,375," 3,098,456 ",86.12,k__Bacteria;p__Tenericutes;c__Mollicutes;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Solobacterium,Tenericutes,Mollicutes,Erysipelotrichales,Erysipelotrichaceae,Solobacterium," 2,924,203 ",90.86,99.07,0.01,1.17,1.68,95.09,0.20
MAG-GUT15909,99.19,GCF_000156175,260," 1,809,497 ",87.66,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella," 1,898,810 ",83.60,96.95,0.03,80.17,71.64,94.44,0.05
MAG-GUT15914,97.32,UMGS132,900," 1,845,394 ",92.24,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unassigned," 1,921,892 ",88.67,98.20,0.02,1.93,1.78,93.90,0.24
MAG-GUT15916,92.98,GCF_000209405,341," 3,118,216 ",71.64,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Ruminococcus,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Ruminococcus," 2,313,445 ",95.58,99.80,0.01,7.87,11.05,98.46,0.12
MAG-GUT15989,92.64,UMGS130,878," 2,803,158 ",80.64,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unassigned," 2,552,587 ",87.82,98.40,0.02,36.54,34.52,86.50,0.15
MAG-GUT16017,93.92,UMGS186,1460," 2,229,262 ",86.78,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus," 2,068,990 ",93.46,98.57,0.02,78.57,77.63,88.77,0.09
MAG-GUT160,95.97,12718_7_72,26," 2,963,674 ",66.31,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,Firmicutes,Clostridia,Clostridiales,Unassigned,Unassigned," 2,311,093 ",83.19,96.16,0.04,37.60,24.64,86.70,0.16
MAG-GUT16113,93.29,UMGS132,900," 1,845,394 ",87.67,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unassigned," 1,772,691 ",91.42,97.54,0.03,1.93,1.78,93.90,0.24
MAG-GUT16117,96.98,UMGS186,1460," 2,229,262 ",85.54,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus," 2,064,270 ",92.35,98.50,0.02,78.57,77.63,88.77,0.09
MAG-GUT16129,98.20,UMGS14,1077," 2,278,300 ",81.62,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Megasphaera,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megasphaera," 2,090,447 ",88.25,97.86,0.02,77.35,60.90,87.83,0.11
MAG-GUT16149,97.52,GCF_000186505,327," 2,965,437 ",85.84,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella;s__Sutterella_wadsworthensis,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella," 2,738,970 ",91.96,98.79,0.01,6.20,4.51,87.03,0.21
MAG-GUT16156,96.88,GCF_001182045,481," 2,476,884 ",89.86,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella," 2,228,032 ",98.84,99.83,0.00,94.44,75.85,94.31,0.06
MAG-GUT16183,92.62,UMGS132,900," 1,845,394 ",84.70,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unassigned," 1,658,834 ",94.24,97.60,0.02,1.93,1.78,93.90,0.24
MAG-GUT16297,92.06,UMGS197,1572," 2,217,762 ",85.33,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus," 2,103,031 ",89.79,98.66,0.02,71.85,77.75,89.24,0.09
MAG-GUT1636,97.99,UMGS39,1871," 2,822,385 ",88.43,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium," 2,614,693 ",95.29,99.08,0.01,4.24,4.36,87.15,0.21
MAG-GUT16398,96.60,UMGS185,1450," 2,201,228 ",81.30,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus," 2,008,847 ",89.14,96.51,0.03,77.63,78.57,88.77,0.09
MAG-GUT16481,94.93,GCF_000209405,341," 3,118,216 ",69.83,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Ruminococcus,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Ruminococcus," 2,204,894 ",97.49,99.75,0.01,7.87,11.05,98.46,0.12
MAG-GUT16496,95.97,UMGS137,951," 2,061,445 ",86.75,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,Firmicutes,Clostridia,Clostridiales,Unassigned,Unassigned," 1,933,327 ",92.59,98.46,0.02,0.34,0.34,98.86,0.24
MAG-GUT1652,95.97,12718_7_41,17," 2,569,277 ",85.46,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,Firmicutes,Clostridia,Clostridiales,Unassigned,Unassigned," 2,253,150 ",97.04,98.89,0.01,90.43,54.91,93.19,0.07
MAG-GUT16567,95.51,UMGS153,1115," 1,720,271 ",82.33,k__Bacteria;p__Tenericutes;c__Mollicutes,Tenericutes,Mollicutes,Unassigned,Unassigned,Unassigned," 1,709,433 ",82.86,98.08,0.02,0.47,0.44,91.69,0.23
MAG-GUT16625,98.12,UMGS70,2193," 1,965,731 ",93.25,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella," 2,115,619 ",86.79,99.19,0.01,6.20,6.28,83.58,0.23
MAG-GUT16712,90.72,UMGS14,1077," 2,278,300 ",73.13,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Megasphaera,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megasphaera," 1,787,304 ",91.76,97.98,0.02,77.35,60.90,87.83,0.11
MAG-GUT16715,91.93,GCF_000186505,327," 2,965,437 ",85.95,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella;s__Sutterella_wadsworthensis,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella," 2,710,723 ",93.15,98.34,0.02,6.20,4.51,87.03,0.21
MAG-GUT16720,92.17,UMGS631,2109," 1,727,321 ",92.48,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium," 1,781,899 ",89.60,99.13,0.01,34.68,37.48,85.39,0.16
MAG-GUT1677,99.40,GCF_000411395,422," 2,287,856 ",89.54,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Acidaminococcaceae;g__Acidaminococcus;s__Acidaminococcus_intestini,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Acidaminococcus," 2,086,629 ",97.66,99.88,0.00,89.41,82.22,92.68,0.06
MAG-GUT16845,90.42,UMGS132,900," 1,845,394 ",83.17,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unassigned," 1,618,485 ",94.86,97.64,0.03,1.93,1.78,93.90,0.24
MAG-GUT16851,93.62,UMGS84,2341," 2,060,446 ",79.07,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,Firmicutes,Clostridia,Clostridiales,Unassigned,Unassigned," 1,904,715 ",85.39,96.89,0.03,70.23,65.52,90.24,0.08
MAG-GUT16881,95.89,21673_4_22,201," 2,827,949 ",76.03,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus," 2,412,147 ",88.56,97.95,0.02,81.78,64.89,89.46,0.09
MAG-GUT1694,99.62,21673_4_5,211," 3,315,322 ",87.43,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2;g__Barnesiella,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella," 3,052,166 ",94.59,98.54,0.02,2.95,3.53,96.98,0.17
MAG-GUT16984,100.00,GCF_000186505,327," 2,965,437 ",88.77,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella;s__Sutterella_wadsworthensis,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella," 2,810,555 ",92.71,98.02,0.02,6.20,4.51,87.03,0.21
MAG-GUT17013,95.30,UMGS37,1850," 2,978,759 ",80.75,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae_2;g__Lachnospira,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospira," 2,587,094 ",92.41,98.64,0.02,45.76,46.65,88.72,0.12
MAG-GUT17016,93.29,UMGS137,951," 2,061,445 ",83.45,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,Firmicutes,Clostridia,Clostridiales,Unassigned,Unassigned," 1,996,332 ",86.21,96.86,0.03,0.34,0.34,98.86,0.24
MAG-GUT17028,97.03,GCF_000209385,340," 2,219,029 ",84.33,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unassigned," 2,128,199 ",86.96,99.32,0.01,72.45,60.57,87.14,0.12
MAG-GUT17049,98.25,GCF_000209405,341," 3,118,216 ",71.39,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Ruminococcus,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Ruminococcus," 2,343,182 ",94.18,99.70,0.01,7.87,11.05,98.46,0.12
MAG-GUT1707,96.64,UMGS231,1700," 2,524,518 ",91.59,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unassigned," 2,492,797 ",92.82,99.11,0.01,79.48,80.01,89.40,0.10
MAG-GUT17170,100.00,GCF_000163735,310," 2,174,425 ",86.33,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Veillonella,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella," 2,115,241 ",88.47,96.62,0.03,72.47,53.88,88.75,0.10
MAG-GUT17212,91.65,13470_2_58,65," 3,020,033 ",74.48,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,Firmicutes,Clostridia,Clostridiales,Unassigned,Unassigned," 2,394,804 ",93.72,99.34,0.01,65.03,40.22,88.30,0.13
MAG-GUT17247,100.00,GCF_000752675,460," 2,453,577 ",89.40,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Coriobacteriales;f__Coriobacteriaceae,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Unassigned," 2,343,823 ",93.14,99.15,0.01,68.48,59.85,89.26,0.10
MAG-GUT17254,99.40,UMGS14,1077," 2,278,300 ",88.84,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Megasphaera,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megasphaera," 2,156,631 ",93.30,99.59,0.01,77.35,60.90,87.83,0.11
MAG-GUT17255,98.80,GCF_000411395,422," 2,287,856 ",86.66,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Acidaminococcaceae;g__Acidaminococcus;s__Acidaminococcus_intestini,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Acidaminococcus," 2,030,669 ",97.13,99.84,0.01,89.41,82.22,92.68,0.06
MAG-GUT17271,96.88,UMGS117,741," 1,988,612 ",94.36,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella," 2,306,410 ",81.33,99.42,0.01,75.83,94.44,94.31,0.06
MAG-GUT17288,95.13,20298_2_33,149," 2,847,512 ",78.60,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecium,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus," 2,391,260 ",92.01,99.64,0.01,77.86,77.88,94.64,0.05
MAG-GUT1728,95.03,GCF_000209405,341," 3,118,216 ",75.02,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Ruminococcus,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Ruminococcus," 2,362,936 ",97.57,99.71,0.01,7.87,11.05,98.46,0.12
MAG-GUT17299,93.57,GCF_000209405,341," 3,118,216 ",74.87,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Ruminococcus,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Ruminococcus," 2,426,729 ",94.88,99.75,0.01,7.87,11.05,98.46,0.12
MAG-GUT17314,97.75,20298_3_11,158," 2,754,334 ",88.47,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecalis,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus," 2,572,675 ",94.37,99.24,0.01,2.77,2.91,85.76,0.23
MAG-GUT17379,98.32,GCF_000209405,341," 3,118,216 ",76.43,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Ruminococcus,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Ruminococcus," 2,587,487 ",90.83,99.73,0.01,7.87,11.05,98.46,0.12
MAG-GUT17399,91.16,UMGS262,1731," 2,666,935 ",70.74,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unassigned," 2,229,479 ",84.31,95.88,0.04,59.65,66.62,88.05,0.11
MAG-GUT17401,99.40,UMGS14,1077," 2,278,300 ",90.60,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Megasphaera,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megasphaera," 2,131,422 ",96.18,99.40,0.01,77.35,60.90,87.83,0.11
MAG-GUT1743,98.35,GCF_000159455,292," 2,316,838 ",70.82,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae_2;g__Lactobacillus_2;s__Lactobacillus_reuteri,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus," 1,792,136 ",86.60,96.01,0.04,9.56,9.49,86.17,0.18
MAG-GUT17473,97.60,GCF_000411395,422," 2,287,856 ",87.77,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Acidaminococcaceae;g__Acidaminococcus;s__Acidaminococcus_intestini,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Acidaminococcus," 2,024,753 ",98.31,99.87,0.00,89.41,82.22,92.68,0.06
MAG-GUT17488,95.57,UMGS137,951," 2,061,445 ",85.99,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,Firmicutes,Clostridia,Clostridiales,Unassigned,Unassigned," 1,990,175 ",88.97,98.33,0.02,0.34,0.34,98.86,0.24
MAG-GUT17515,98.30,GCF_000411395,422," 2,287,856 ",87.23,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Acidaminococcaceae;g__Acidaminococcus;s__Acidaminococcus_intestini,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Acidaminococcus," 2,084,036 ",95.35,99.84,0.01,89.41,82.22,92.68,0.06
MAG-GUT17598,91.15,UMGS661,2142," 1,558,553 ",88.92,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella," 1,489,661 ",93.01,99.12,0.01,60.30,58.10,85.92,0.12
MAG-GUT1761,93.15,21673_4_5,211," 3,315,322 ",81.42,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2;g__Barnesiella,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella," 2,860,692 ",93.87,98.54,0.02,2.95,3.53,96.98,0.17
MAG-GUT1763,96.25,GCF_001182045,481," 2,476,884 ",92.78,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella," 2,334,307 ",98.12,99.86,0.00,94.44,75.85,94.31,0.06
